subnational1,year,loss_ha,emission_CO2e,source
Aceh,2001,18278.0,36491661.44,historical
Aceh,2002,10952.0,21865448.96,historical
Aceh,2003,11816.0,23590407.68,historical
Aceh,2004,19138.0,38208634.24,historical
Aceh,2005,26479.0,52864793.92,historical
Aceh,2006,21284.0,42493080.32,historical
Aceh,2007,24168.0,48250928.64,historical
Aceh,2008,36734.0,73338696.32,historical
Aceh,2009,69111.0,137978729.28,historical
Aceh,2010,40757.0,81370535.36,historical
Aceh,2011,47485.0,94802852.8,historical
Aceh,2012,49396.0,98618126.08,historical
Aceh,2013,41390.0,82634307.2,historical
Aceh,2014,58555.0,116903886.4,historical
Aceh,2015,33969.0,67818429.12,historical
Aceh,2016,50074.0,99971739.52,historical
Aceh,2017,45813.0,91464738.24,historical
Aceh,2018,46111.0,92059689.28,historical
Aceh,2019,28562.0,57023461.76,historical
Aceh,2020,30225.0,60343608.0,historical
Aceh,2021,31786.0,63460113.28,historical
Aceh,2022,29785.0,59465156.8,historical
Aceh,2023,38983.0,77828779.84,historical
Aceh,2024,46071.0,91979830.08,historical
Aceh,2025,43713.67,87273471.625,forecast
Aceh,2026,44832.484,89507158.405,forecast
Aceh,2027,43815.68,87477128.1825,forecast
Aceh,2028,43855.984,87557595.685,forecast
Aceh,2029,45440.547,90721143.025,forecast
Aceh,2030,41828.312,83509389.34,forecast
Bali,2001,424.0,764035.28,historical
Bali,2002,311.0,560412.67,historical
Bali,2003,179.0,322552.63,historical
Bali,2004,370.0,666728.9,historical
Bali,2005,236.0,425264.92,historical
Bali,2006,515.0,928014.55,historical
Bali,2007,504.0,908192.88,historical
Bali,2008,229.0,412651.13,historical
Bali,2009,377.0,679342.69,historical
Bali,2010,198.0,356790.06,historical
Bali,2011,216.0,389225.52,historical
Bali,2012,743.0,1338863.71,historical
Bali,2013,396.0,713580.12,historical
Bali,2014,907.0,1634386.79,historical
Bali,2015,133.0,239662.01,historical
Bali,2016,156.0,281107.32,historical
Bali,2017,263.0,473918.11,historical
Bali,2018,302.0,544194.94,historical
Bali,2019,706.0,1272190.82,historical
Bali,2020,165.0,297325.05,historical
Bali,2021,199.0,358592.03,historical
Bali,2022,262.0,472116.14,historical
Bali,2023,558.0,1005499.26,historical
Bali,2024,168.0,302730.96,historical
Bali,2025,215.65999,388612.8293031311,forecast
Bali,2026,212.13272,382256.7991653442,forecast
Bali,2027,212.51602,382947.4956741333,forecast
Bali,2028,210.9392,380106.09891769406,forecast
Bali,2029,214.68785,386861.0667802429,forecast
Bali,2030,200.11711,360605.0308799744,forecast
Bangka Belitung,2001,13910.0,14447065.1,historical
Bangka Belitung,2002,11247.0,11681246.67,historical
Bangka Belitung,2003,7124.0,7399057.64,historical
Bangka Belitung,2004,21976.0,22824493.36,historical
Bangka Belitung,2005,19839.0,20604983.79,historical
Bangka Belitung,2006,20241.0,21022505.01,historical
Bangka Belitung,2007,23237.0,24134180.57,historical
Bangka Belitung,2008,22678.0,23553597.58,historical
Bangka Belitung,2009,63896.0,66363024.56,historical
Bangka Belitung,2010,23187.0,24082250.07,historical
Bangka Belitung,2011,32400.0,33650964.0,historical
Bangka Belitung,2012,39451.0,40974203.11,historical
Bangka Belitung,2013,17575.0,18253570.75,historical
Bangka Belitung,2014,41246.0,42838508.06,historical
Bangka Belitung,2015,41281.0,42874859.41,historical
Bangka Belitung,2016,58203.0,60450217.83,historical
Bangka Belitung,2017,25558.0,26544794.38,historical
Bangka Belitung,2018,22426.0,23291867.86,historical
Bangka Belitung,2019,25529.0,26514674.69,historical
Bangka Belitung,2020,24628.0,25578887.08,historical
Bangka Belitung,2021,31006.0,32203141.66,historical
Bangka Belitung,2022,34052.0,35366747.72,historical
Bangka Belitung,2023,50388.0,52333480.68,historical
Bangka Belitung,2024,31059.0,32258187.99,historical
Bangka Belitung,2025,33783.625,35088010.76125,forecast
Bangka Belitung,2026,33574.11,34870405.73796875,forecast
Bangka Belitung,2027,32861.12,34129888.97917969,forecast
Bangka Belitung,2028,33183.645,34464865.04660156,forecast
Bangka Belitung,2029,34379.926,35707334.71566406,forecast
Bangka Belitung,2030,30739.078,31925913.93140625,forecast
Banten,2001,1054.0,1984376.34,historical
Banten,2002,1761.0,3315452.31,historical
Banten,2003,293.0,551634.03,historical
Banten,2004,1404.0,2643324.84,historical
Banten,2005,545.0,1026076.95,historical
Banten,2006,1938.0,3648691.98,historical
Banten,2007,1060.0,1995672.6,historical
Banten,2008,930.0,1750920.3,historical
Banten,2009,2754.0,5184983.34,historical
Banten,2010,1633.0,3074465.43,historical
Banten,2011,2329.0,4384831.59,historical
Banten,2012,3286.0,6186585.06,historical
Banten,2013,1830.0,3445359.3,historical
Banten,2014,2275.0,4283165.25,historical
Banten,2015,2663.0,5013656.73,historical
Banten,2016,1969.0,3707055.99,historical
Banten,2017,3495.0,6580071.45,historical
Banten,2018,3401.0,6403096.71,historical
Banten,2019,4715.0,8876977.65,historical
Banten,2020,2042.0,3844493.82,historical
Banten,2021,1915.0,3605389.65,historical
Banten,2022,1546.0,2910669.66,historical
Banten,2023,3744.0,7048866.24,historical
Banten,2024,3256.0,6130103.76,historical
Banten,2025,2134.1572,4017999.152021485,forecast
Banten,2026,2268.049,4270078.668845215,forecast
Banten,2027,2260.0923,4255098.346186523,forecast
Banten,2028,2253.067,4241871.57300293,forecast
Banten,2029,2296.5952,4323822.776938477,forecast
Banten,2030,2149.6746,4047213.791887207,forecast
Bengkulu,2001,14198.0,26001223.34,historical
Bengkulu,2002,10421.0,19084289.93,historical
Bengkulu,2003,8104.0,14841098.32,historical
Bengkulu,2004,25985.0,47587110.05,historical
Bengkulu,2005,13142.0,24067338.86,historical
Bengkulu,2006,23589.0,43199243.37,historical
Bengkulu,2007,17580.0,32194781.4,historical
Bengkulu,2008,22353.0,40935719.49,historical
Bengkulu,2009,18756.0,34348425.48,historical
Bengkulu,2010,16012.0,29323255.96,historical
Bengkulu,2011,24563.0,44982958.79,historical
Bengkulu,2012,27761.0,50839552.13,historical
Bengkulu,2013,14153.0,25918813.49,historical
Bengkulu,2014,20320.0,37212625.6,historical
Bengkulu,2015,20197.0,36987372.01,historical
Bengkulu,2016,24378.0,44644162.74,historical
Bengkulu,2017,27232.0,49870778.56,historical
Bengkulu,2018,24624.0,45094669.92,historical
Bengkulu,2019,18200.0,33330206.0,historical
Bengkulu,2020,16311.0,29870823.63,historical
Bengkulu,2021,14326.0,26235633.58,historical
Bengkulu,2022,23800.0,43585654.0,historical
Bengkulu,2023,29912.0,54778742.96,historical
Bengkulu,2024,20998.0,38454267.34,historical
Bengkulu,2025,24762.676,45348631.03847656,forecast
Bengkulu,2026,27619.266,50579989.71703125,forecast
Bengkulu,2027,27322.117,50035812.86898437,forecast
Bengkulu,2028,27418.02,50211441.70816406,forecast
Bengkulu,2029,28543.107,52271848.91490234,forecast
Bengkulu,2030,27811.162,50931415.50576172,forecast
Gorontalo,2001,3499.0,5483247.91,historical
Gorontalo,2002,8013.0,12557092.17,historical
Gorontalo,2003,2806.0,4397254.54,historical
Gorontalo,2004,6949.0,10889708.41,historical
Gorontalo,2005,4241.0,6646028.69,historical
Gorontalo,2006,5250.0,8227222.5,historical
Gorontalo,2007,4329.0,6783932.609999999,historical
Gorontalo,2008,1794.0,2811359.46,historical
Gorontalo,2009,11263.0,17650134.669999998,historical
Gorontalo,2010,1570.0,2460331.3,historical
Gorontalo,2011,2979.0,4668361.11,historical
Gorontalo,2012,3927.0,6153962.43,historical
Gorontalo,2013,5938.0,9305380.42,historical
Gorontalo,2014,10353.0,16224082.77,historical
Gorontalo,2015,13286.0,20820357.74,historical
Gorontalo,2016,10910.0,17096951.9,historical
Gorontalo,2017,7869.0,12331431.21,historical
Gorontalo,2018,8007.0,12547689.63,historical
Gorontalo,2019,10959.0,17173739.31,historical
Gorontalo,2020,3030.0,4748282.7,historical
Gorontalo,2021,2199.0,3446030.91,historical
Gorontalo,2022,2819.0,4417626.71,historical
Gorontalo,2023,8242.0,12915955.78,historical
Gorontalo,2024,4643.0,7275998.87,historical
Gorontalo,2025,4179.0063,6548879.057348632,forecast
Gorontalo,2026,4250.7964,6661380.509663085,forecast
Gorontalo,2027,4229.0938,6627370.5246875,forecast
Gorontalo,2028,4217.7163,6609541.050034179,forecast
Gorontalo,2029,4296.9004,6733629.633144531,forecast
Gorontalo,2030,4015.6077,6292818.617336426,forecast
Jakarta Raya,2001,4.0,1321.2,historical
Jakarta Raya,2002,0.0,0.0,historical
Jakarta Raya,2003,0.0,0.0,historical
Jakarta Raya,2004,1.0,330.3,historical
Jakarta Raya,2005,0.0,0.0,historical
Jakarta Raya,2006,4.0,1321.2,historical
Jakarta Raya,2007,2.0,660.6,historical
Jakarta Raya,2008,2.0,660.6,historical
Jakarta Raya,2009,0.0,0.0,historical
Jakarta Raya,2010,2.0,660.6,historical
Jakarta Raya,2011,4.0,1321.2,historical
Jakarta Raya,2012,1.0,330.3,historical
Jakarta Raya,2013,0.0,0.0,historical
Jakarta Raya,2014,0.0,0.0,historical
Jakarta Raya,2015,0.0,0.0,historical
Jakarta Raya,2016,0.0,0.0,historical
Jakarta Raya,2017,1.0,330.3,historical
Jakarta Raya,2018,0.0,0.0,historical
Jakarta Raya,2019,0.0,0.0,historical
Jakarta Raya,2020,0.0,0.0,historical
Jakarta Raya,2021,1.0,330.3,historical
Jakarta Raya,2022,0.0,0.0,historical
Jakarta Raya,2023,0.0,0.0,historical
Jakarta Raya,2024,0.0,0.0,historical
Jakarta Raya,2025,0.021272711,7.026376593858004,forecast
Jakarta Raya,2026,0.013255644,4.378339100349694,forecast
Jakarta Raya,2027,0.07877365,26.018935784697533,forecast
Jakarta Raya,2028,0.07620058,25.169052263349293,forecast
Jakarta Raya,2029,0.0103590265,3.421586450189352,forecast
Jakarta Raya,2030,0.027051764,8.935197520069778,forecast
Jambi,2001,46911.0,104675328.96,historical
Jambi,2002,45074.0,100576320.64,historical
Jambi,2003,21497.0,47967545.92,historical
Jambi,2004,97086.0,216633816.96,historical
Jambi,2005,71003.0,158433254.07999998,historical
Jambi,2006,119577.0,266819334.72,historical
Jambi,2007,118972.0,265469361.92,historical
Jambi,2008,124204.0,277143837.44,historical
Jambi,2009,125511.0,280060224.96,historical
Jambi,2010,36678.0,81841822.08,historical
Jambi,2011,48905.0,109124660.8,historical
Jambi,2012,152388.0,340032487.68,historical
Jambi,2013,66707.0,148847331.52,historical
Jambi,2014,77432.0,172778667.52,historical
Jambi,2015,60611.0,135244960.96,historical
Jambi,2016,157246.0,350872434.56,historical
Jambi,2017,86203.0,192349926.08,historical
Jambi,2018,69978.0,156146110.07999998,historical
Jambi,2019,67673.0,151002825.28,historical
Jambi,2020,78387.0,174909616.32,historical
Jambi,2021,73131.0,163181588.16,historical
Jambi,2022,75657.0,168818003.52,historical
Jambi,2023,93816.0,209337269.76,historical
Jambi,2024,91324.0,203776720.64,historical
Jambi,2025,94834.76,211610485.1925,forecast
Jambi,2026,95313.95,212679742.445,forecast
Jambi,2027,93967.875,209676157.56,forecast
Jambi,2028,94053.86,209868019.655,forecast
Jambi,2029,95247.984,212532542.415,forecast
Jambi,2030,88304.734,197039652.095,forecast
Jawa Barat,2001,6798.0,11925459.48,historical
Jawa Barat,2002,3851.0,6755655.26,historical
Jawa Barat,2003,1979.0,3471680.54,historical
Jawa Barat,2004,3659.0,6418837.34,historical
Jawa Barat,2005,2327.0,4082163.02,historical
Jawa Barat,2006,5244.0,9199339.44,historical
Jawa Barat,2007,3055.0,5359264.3,historical
Jawa Barat,2008,5116.0,8974794.16,historical
Jawa Barat,2009,2886.0,5062794.36,historical
Jawa Barat,2010,2632.0,4617212.32,historical
Jawa Barat,2011,5421.0,9509843.46,historical
Jawa Barat,2012,3753.0,6583737.78,historical
Jawa Barat,2013,2565.0,4499676.9,historical
Jawa Barat,2014,3758.0,6592509.08,historical
Jawa Barat,2015,3502.0,6143418.52,historical
Jawa Barat,2016,3657.0,6415328.82,historical
Jawa Barat,2017,5646.0,9904551.96,historical
Jawa Barat,2018,4509.0,7909958.34,historical
Jawa Barat,2019,6974.0,12234209.24,historical
Jawa Barat,2020,3459.0,6067985.34,historical
Jawa Barat,2021,2568.0,4504939.68,historical
Jawa Barat,2022,2575.0,4517219.5,historical
Jawa Barat,2023,5561.0,9755439.86,historical
Jawa Barat,2024,4421.0,7755583.46,historical
Jawa Barat,2025,4189.9473,7350256.890195312,forecast
Jawa Barat,2026,4949.0337,8681891.843486328,forecast
Jawa Barat,2027,5255.45,9219426.059628906,forecast
Jawa Barat,2028,5389.6465,9454841.241679689,forecast
Jawa Barat,2029,5519.656,9682911.316552734,forecast
Jawa Barat,2030,4954.13,8690831.888222655,forecast
Jawa Tengah,2001,2676.0,4566727.8,historical
Jawa Tengah,2002,1899.0,3240738.45,historical
Jawa Tengah,2003,791.0,1349881.05,historical
Jawa Tengah,2004,3568.0,6088970.399999999,historical
Jawa Tengah,2005,1703.0,2906254.65,historical
Jawa Tengah,2006,3474.0,5928554.7,historical
Jawa Tengah,2007,2898.0,4945581.899999999,historical
Jawa Tengah,2008,2657.0,4534303.35,historical
Jawa Tengah,2009,3054.0,5211803.7,historical
Jawa Tengah,2010,1323.0,2257765.65,historical
Jawa Tengah,2011,4500.0,7679475.0,historical
Jawa Tengah,2012,2450.0,4181047.5,historical
Jawa Tengah,2013,1180.0,2013729.0,historical
Jawa Tengah,2014,2883.0,4919983.649999999,historical
Jawa Tengah,2015,1808.0,3085442.4,historical
Jawa Tengah,2016,2285.0,3899466.75,historical
Jawa Tengah,2017,3457.0,5899543.35,historical
Jawa Tengah,2018,2573.0,4390953.15,historical
Jawa Tengah,2019,2769.0,4725436.95,historical
Jawa Tengah,2020,2752.0,4696425.6,historical
Jawa Tengah,2021,2109.0,3599113.95,historical
Jawa Tengah,2022,2085.0,3558156.75,historical
Jawa Tengah,2023,4726.0,8065155.3,historical
Jawa Tengah,2024,2774.0,4733969.7,historical
Jawa Tengah,2025,2588.0503,4416637.2274658205,forecast
Jawa Tengah,2026,2892.377,4935985.889355469,forecast
Jawa Tengah,2027,3075.7073,5248848.250817871,forecast
Jawa Tengah,2028,3089.2695,5271992.918554687,forecast
Jawa Tengah,2029,3161.0874,5394553.706469727,forecast
Jawa Tengah,2030,2808.411,4792693.602062988,forecast
Jawa Timur,2001,4227.0,7089482.13,historical
Jawa Timur,2002,4052.0,6795973.88,historical
Jawa Timur,2003,2910.0,4880622.899999999,historical
Jawa Timur,2004,6465.0,10843033.35,historical
Jawa Timur,2005,2820.0,4729675.8,historical
Jawa Timur,2006,5746.0,9637133.74,historical
Jawa Timur,2007,4430.0,7429951.7,historical
Jawa Timur,2008,3993.0,6697019.67,historical
Jawa Timur,2009,4277.0,7173341.63,historical
Jawa Timur,2010,1648.0,2764009.12,historical
Jawa Timur,2011,5849.0,9809884.31,historical
Jawa Timur,2012,8314.0,13944157.66,historical
Jawa Timur,2013,2754.0,4618981.26,historical
Jawa Timur,2014,6771.0,11356253.49,historical
Jawa Timur,2015,2901.0,4865528.19,historical
Jawa Timur,2016,3188.0,5346881.72,historical
Jawa Timur,2017,4713.0,7904596.47,historical
Jawa Timur,2018,4290.0,7195145.1,historical
Jawa Timur,2019,5112.0,8573795.28,historical
Jawa Timur,2020,4919.0,8250097.609999999,historical
Jawa Timur,2021,3520.0,5903708.8,historical
Jawa Timur,2022,2918.0,4894040.42,historical
Jawa Timur,2023,6319.0,10598163.61,historical
Jawa Timur,2024,4505.0,7555740.95,historical
Jawa Timur,2025,4361.299,7314726.781542969,forecast
Jawa Timur,2026,4503.84,7553795.147539062,forecast
Jawa Timur,2027,4503.926,7553939.281054688,forecast
Jawa Timur,2028,4499.6143,7546708.037060547,forecast
Jawa Timur,2029,4534.0522,7604467.086625976,forecast
Jawa Timur,2030,4154.9185,6968587.686948242,forecast
Kalimantan Barat,2001,77940.0,169335561.6,historical
Kalimantan Barat,2002,96866.0,210454946.24,historical
Kalimantan Barat,2003,55967.0,121596142.88,historical
Kalimantan Barat,2004,113923.0,247513666.72,historical
Kalimantan Barat,2005,104566.0,227184274.24,historical
Kalimantan Barat,2006,130920.0,284442028.8,historical
Kalimantan Barat,2007,132081.0,286964463.84,historical
Kalimantan Barat,2008,202683.0,440357193.12,historical
Kalimantan Barat,2009,288604.0,627032594.56,historical
Kalimantan Barat,2010,152522.0,331375398.08,historical
Kalimantan Barat,2011,262481.0,570276719.84,historical
Kalimantan Barat,2012,312530.0,679015179.1999999,historical
Kalimantan Barat,2013,199514.0,433472096.96,historical
Kalimantan Barat,2014,291474.0,633268071.36,historical
Kalimantan Barat,2015,267806.0,581846027.84,historical
Kalimantan Barat,2016,286374.0,622187607.36,historical
Kalimantan Barat,2017,181330.0,393964811.2,historical
Kalimantan Barat,2018,159317.0,346138486.88,historical
Kalimantan Barat,2019,143107.0,310919992.48,historical
Kalimantan Barat,2020,121935.0,264920858.4,historical
Kalimantan Barat,2021,109033.0,236889457.12,historical
Kalimantan Barat,2022,137501.0,298740172.64,historical
Kalimantan Barat,2023,206711.0,449108587.04,historical
Kalimantan Barat,2024,173923.0,377872066.72,historical
Kalimantan Barat,2025,200944.62,436580330.06,forecast
Kalimantan Barat,2026,230392.44,500559825.41,forecast
Kalimantan Barat,2027,223923.06,486504202.51,forecast
Kalimantan Barat,2028,223583.34,485766115.965,forecast
Kalimantan Barat,2029,229673.53,498997900.935,forecast
Kalimantan Barat,2030,220390.06,478828265.39,forecast
Kalimantan Selatan,2001,18967.0,28539644.9,historical
Kalimantan Selatan,2002,24324.0,36600322.8,historical
Kalimantan Selatan,2003,18403.0,27690994.1,historical
Kalimantan Selatan,2004,41871.0,63003293.7,historical
Kalimantan Selatan,2005,25392.0,38207342.4,historical
Kalimantan Selatan,2006,54016.0,81277875.2,historical
Kalimantan Selatan,2007,29584.0,44515044.8,historical
Kalimantan Selatan,2008,18696.0,28131871.2,historical
Kalimantan Selatan,2009,60466.0,90983190.2,historical
Kalimantan Selatan,2010,26199.0,39421635.3,historical
Kalimantan Selatan,2011,48257.0,72612307.9,historical
Kalimantan Selatan,2012,66809.0,100527502.3,historical
Kalimantan Selatan,2013,35960.0,54109012.0,historical
Kalimantan Selatan,2014,66373.0,99871453.1,historical
Kalimantan Selatan,2015,73379.0,110413381.3,historical
Kalimantan Selatan,2016,65747.0,98929510.9,historical
Kalimantan Selatan,2017,37465.0,56373585.5,historical
Kalimantan Selatan,2018,37578.0,56543616.6,historical
Kalimantan Selatan,2019,44331.0,66704855.7,historical
Kalimantan Selatan,2020,21000.0,31598700.0,historical
Kalimantan Selatan,2021,21668.0,32603839.6,historical
Kalimantan Selatan,2022,17769.0,26737014.3,historical
Kalimantan Selatan,2023,51434.0,77392739.8,historical
Kalimantan Selatan,2024,27839.0,41889343.3,historical
Kalimantan Selatan,2025,34199.8,51460440.23554687,forecast
Kalimantan Selatan,2026,38527.688,57972611.38125,forecast
Kalimantan Selatan,2027,38066.613,57278833.00429688,forecast
Kalimantan Selatan,2028,37778.113,56844727.05429687,forecast
Kalimantan Selatan,2029,38828.426,58425132.27304687,forecast
Kalimantan Selatan,2030,36339.38,54679863.44023437,forecast
Kalimantan Tengah,2001,64076.0,125810022.2,historical
Kalimantan Tengah,2002,102874.0,201987955.3,historical
Kalimantan Tengah,2003,129122.0,253524590.9,historical
Kalimantan Tengah,2004,169837.0,333466457.65,historical
Kalimantan Tengah,2005,158552.0,311308924.4,historical
Kalimantan Tengah,2006,221893.0,435675810.85,historical
Kalimantan Tengah,2007,291717.0,572771743.65,historical
Kalimantan Tengah,2008,204626.0,401772919.7,historical
Kalimantan Tengah,2009,194376.0,381647557.2,historical
Kalimantan Tengah,2010,142342.0,279481399.9,historical
Kalimantan Tengah,2011,139335.0,273577305.75,historical
Kalimantan Tengah,2012,218881.0,429761899.45,historical
Kalimantan Tengah,2013,103285.0,202794933.25,historical
Kalimantan Tengah,2014,197213.0,387217864.85,historical
Kalimantan Tengah,2015,213840.0,419864148.0,historical
Kalimantan Tengah,2016,492975.0,967931763.75,historical
Kalimantan Tengah,2017,102894.0,202027224.3,historical
Kalimantan Tengah,2018,110369.0,216704013.05,historical
Kalimantan Tengah,2019,122143.0,239821673.35,historical
Kalimantan Tengah,2020,90490.0,177672590.5,historical
Kalimantan Tengah,2021,53159.0,104375038.55,historical
Kalimantan Tengah,2022,72734.0,142809572.3,historical
Kalimantan Tengah,2023,144866.0,284437147.7,historical
Kalimantan Tengah,2024,118639.0,232941744.55,historical
Kalimantan Tengah,2025,144995.55,284691506.51171875,forecast
Kalimantan Tengah,2026,160453.77,315042946.11640626,forecast
Kalimantan Tengah,2027,157228.78,308710850.54531246,forecast
Kalimantan Tengah,2028,156249.7,306788479.60078126,forecast
Kalimantan Tengah,2029,165229.48,324419831.0960937,forecast
Kalimantan Tengah,2030,162380.77,318826514.26640624,forecast
Kalimantan Timur,2001,45977.0,97866642.2,historical
Kalimantan Timur,2002,57425.0,122234855.0,historical
Kalimantan Timur,2003,36975.0,78704985.0,historical
Kalimantan Timur,2004,71496.0,152186385.6,historical
Kalimantan Timur,2005,66742.0,142067021.2,historical
Kalimantan Timur,2006,128253.0,272999335.8,historical
Kalimantan Timur,2007,121912.0,259501883.2,historical
Kalimantan Timur,2008,105149.0,223820161.4,historical
Kalimantan Timur,2009,211515.0,450230829.0,historical
Kalimantan Timur,2010,107241.0,228273192.6,historical
Kalimantan Timur,2011,182064.0,387541430.4,historical
Kalimantan Timur,2012,255656.0,544189361.6,historical
Kalimantan Timur,2013,147487.0,313940828.2,historical
Kalimantan Timur,2014,211485.0,450166971.0,historical
Kalimantan Timur,2015,183872.0,391389939.2,historical
Kalimantan Timur,2016,313958.0,668290998.8,historical
Kalimantan Timur,2017,134297.0,285864594.2,historical
Kalimantan Timur,2018,147742.0,314483621.2,historical
Kalimantan Timur,2019,132059.0,281100787.4,historical
Kalimantan Timur,2020,91821.0,195450180.6,historical
Kalimantan Timur,2021,74061.0,157646244.6,historical
Kalimantan Timur,2022,61563.0,131043001.8,historical
Kalimantan Timur,2023,134307.0,285885880.2,historical
Kalimantan Timur,2024,110376.0,234946353.6,historical
Kalimantan Timur,2025,105826.305,225261872.1578125,forecast
Kalimantan Timur,2026,106717.164,227158155.4234375,forecast
Kalimantan Timur,2027,105787.055,225178324.6078125,forecast
Kalimantan Timur,2028,105487.54,224540775.6484375,forecast
Kalimantan Timur,2029,106244.15,226151294.3640625,forecast
Kalimantan Timur,2030,99240.734,211243827.19062495,forecast
Kalimantan Utara,2001,27060.0,61274393.4,historical
Kalimantan Utara,2002,23604.0,53448661.56,historical
Kalimantan Utara,2003,16648.0,37697564.72,historical
Kalimantan Utara,2004,36334.0,82274346.26,historical
Kalimantan Utara,2005,23948.0,54227611.72,historical
Kalimantan Utara,2006,24116.0,54608029.24,historical
Kalimantan Utara,2007,30813.0,69772649.07,historical
Kalimantan Utara,2008,39795.0,90111400.05,historical
Kalimantan Utara,2009,51702.0,117073491.78,historical
Kalimantan Utara,2010,29944.0,67804894.16,historical
Kalimantan Utara,2011,41756.0,94551868.84,historical
Kalimantan Utara,2012,60396.0,136760098.44,historical
Kalimantan Utara,2013,31842.0,72102706.38,historical
Kalimantan Utara,2014,59037.0,133682792.43,historical
Kalimantan Utara,2015,47844.0,108337475.16,historical
Kalimantan Utara,2016,38488.0,87151842.32,historical
Kalimantan Utara,2017,33775.0,76479772.25,historical
Kalimantan Utara,2018,36813.0,83358989.07,historical
Kalimantan Utara,2019,29326.0,66405501.14,historical
Kalimantan Utara,2020,24481.0,55434531.59,historical
Kalimantan Utara,2021,19260.0,43612151.4,historical
Kalimantan Utara,2022,17636.0,39934782.04,historical
Kalimantan Utara,2023,26441.0,59872735.99,historical
Kalimantan Utara,2024,19954.0,45183638.06,historical
Kalimantan Utara,2025,23636.824,53522988.39269532,forecast
Kalimantan Utara,2026,25126.176,56895461.177304685,forecast
Kalimantan Utara,2027,24904.305,56393058.49132812,forecast
Kalimantan Utara,2028,25077.387,56784983.71207031,forecast
Kalimantan Utara,2029,25450.46,57629769.24226563,forecast
Kalimantan Utara,2030,23491.8,53194598.771054685,forecast
Kepulauan Riau,2001,1719.0,2510874.54,historical
Kepulauan Riau,2002,5529.0,8075989.14,historical
Kepulauan Riau,2003,1775.0,2592671.5,historical
Kepulauan Riau,2004,4533.0,6621171.78,historical
Kepulauan Riau,2005,8092.0,11819660.72,historical
Kepulauan Riau,2006,5433.0,7935765.78,historical
Kepulauan Riau,2007,2688.0,3926254.08,historical
Kepulauan Riau,2008,8706.0,12716505.96,historical
