subnational1,year,extent_2000_ha,loss_ha,loss_rate_%,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,emission_Mg_CO2e,emission_estimated_CO2e,carbon_loss_MgC,source,predicted_loss_ha,predicted_loss_rate_%,predicted_emission_CO2e,emission_CO2e
Papua Barat,2018,9456462,20511.0,0.2168993012397237,1522255533.0,644,15793252.0,48477338.28,13209084.0,historical,,,,48477338.28
Papua Barat,2019,9456462,16558.0,0.1750971980852881,1522255533.0,644,12760381.0,39134501.84,10663352.0,historical,,,,39134501.84
Papua Barat,2020,9456462,16318.0,0.1725592510179811,1522255533.0,644,11678987.0,38567266.64,10508792.0,historical,,,,38567266.64
Papua Barat,2021,9456462,12209.0,0.129107482269796,1522255533.0,644,9212286.0,28855727.32,7862596.0,historical,,,,28855727.32
Papua Barat,2022,9456462,13752.0,0.1454243669566905,1522255533.0,644,10889152.0,32502576.96,8856288.0,historical,,,,32502576.96
Papua Barat,2023,9456462,16565.0,0.1751712215414179,1522255533.0,644,13069356.0,39151046.2,10667860.0,historical,,,,39151046.2
Papua Barat,2024,9456462,12150.0,0.1284835702824164,1522255533.0,644,9595403.0,28716282.0,7824600.0,historical,,,,28716282.0
Riau,2001,7848784,156510.0,1.9940668516295008,769929678.0,449,142502622.0,257901873.3,70272990.0,historical,,,,257901873.3
Riau,2002,7848784,154561.0,1.9692349795840984,769929678.0,449,170548622.0,254690252.63,69397889.0,historical,,,,254690252.63
Riau,2003,7848784,57204.0,0.7288262742356013,769929678.0,449,56395856.0,94262467.32,25684596.0,historical,,,,94262467.32
Riau,2004,7848784,270588.0,3.4475149271530467,769929678.0,449,301611711.0,445883024.04,121494012.0,historical,,,,445883024.04
Riau,2005,7848784,355413.0,4.528255587107506,769929678.0,449,386280943.0,585660203.79,159580437.0,historical,,,,585660203.79
Riau,2006,7848784,202107.0,2.5750103455516165,769929678.0,449,191763473.0,333037977.81,90746043.0,historical,,,,333037977.81
Riau,2007,7848784,211991.0,2.7009406807474887,769929678.0,449,223212522.0,349325129.53,95183959.0,historical,,,,349325129.53
Riau,2008,7848784,204516.0,2.60570299806951,769929678.0,449,193468513.0,337007600.28,91827684.0,historical,,,,337007600.28
Riau,2009,7848784,247897.0,3.158412819106756,769929678.0,449,236941919.0,408492113.51,111305753.0,historical,,,,408492113.51
Riau,2010,7848784,341923.0,4.35638182933815,769929678.0,449,375946784.0,563430977.09,153523427.0,historical,,,,563430977.09
Riau,2011,7848784,255307.0,3.2528223480223177,769929678.0,449,306665838.0,420702533.81,114632843.0,historical,,,,420702533.81
Riau,2012,7848784,346655.0,4.416671423242122,769929678.0,449,358450343.0,571228508.65,155648095.0,historical,,,,571228508.65
Riau,2013,7848784,156345.0,1.9919646151556725,769929678.0,449,146387579.0,257629981.35,70198905.0,historical,,,,257629981.35
Riau,2014,7848784,282785.0,3.602914795463858,769929678.0,449,280256714.0,465981606.55,126970465.0,historical,,,,465981606.55
Riau,2015,7848784,90762.0,1.1563829505309358,769929678.0,449,65962142.0,149560346.46,40752138.0,historical,,,,149560346.46
Riau,2016,7848784,147085.0,1.8739845560790052,769929678.0,449,97650219.0,242371075.55,66041165.0,historical,,,,242371075.55
Riau,2017,7848784,123675.0,1.5757217933376686,769929678.0,449,70157029.0,203795375.25,55530075.0,historical,,,,203795375.25
Riau,2018,7848784,101107.0,1.2881868070264133,769929678.0,449,52176440.0,166607147.81,45397043.0,historical,,,,166607147.81
Riau,2019,7848784,102819.0,1.3099991030457712,769929678.0,449,51260141.0,169428232.77,46165731.0,historical,,,,169428232.77
Riau,2020,7848784,94605.0,1.205345949130464,769929678.0,449,43544682.0,155892957.15,42477645.0,historical,,,,155892957.15
Riau,2021,7848784,95679.0,1.2190295974510192,769929678.0,449,49466719.0,157662726.57,42959871.0,historical,,,,157662726.57
Riau,2022,7848784,86882.0,1.1069485413281854,769929678.0,449,45532065.0,143166766.06,39010018.0,historical,,,,143166766.06
Riau,2023,7848784,115270.0,1.4686351414435663,769929678.0,449,54330510.0,189945364.1,51756230.0,historical,,,,189945364.1
Riau,2024,7848784,100670.0,1.282619065577547,769929678.0,449,48500529.0,165887046.1,45200830.0,historical,,,,165887046.1
Sulawesi Barat,2001,1513864,16400.0,1.083320562481174,203031485.0,563,11843035.0,33885844.0,9233200.0,historical,,,,33885844.0
Sulawesi Barat,2002,1513864,12107.0,0.7997415884121691,203031485.0,563,8687195.0,25015604.47,6816241.0,historical,,,,25015604.47
Sulawesi Barat,2003,1513864,6885.0,0.4547964678465173,203031485.0,563,5090240.0,14225855.85,3876255.0,historical,,,,14225855.85
Sulawesi Barat,2004,1513864,15736.0,1.039459290927058,203031485.0,563,11405812.0,32513880.56,8859368.0,historical,,,,32513880.56
Sulawesi Barat,2005,1513864,9396.0,0.6206634149434824,203031485.0,563,6978807.0,19414109.16,5289948.0,historical,,,,19414109.16
Sulawesi Barat,2006,1513864,11481.0,0.7583904498686804,203031485.0,563,8450973.0,23722157.01,6463803.0,historical,,,,23722157.01
Sulawesi Barat,2007,1513864,4152.0,0.2742650594769411,203031485.0,563,3025206.0,8578903.92,2337576.0,historical,,,,8578903.92
Sulawesi Barat,2008,1513864,12540.0,0.8283438935069465,203031485.0,563,8715298.0,25910273.4,7060020.0,historical,,,,25910273.4
Sulawesi Barat,2009,1513864,11858.0,0.7832936115793757,203031485.0,563,8390460.0,24501118.18,6676054.0,historical,,,,24501118.18
Sulawesi Barat,2010,1513864,7196.0,0.4753399248545444,203031485.0,563,5205107.0,14868447.16,4051348.0,historical,,,,14868447.16
Sulawesi Barat,2011,1513864,13855.0,0.9152077069010162,203031485.0,563,9370277.0,28627339.55,7800365.0,historical,,,,28627339.55
Sulawesi Barat,2012,1513864,13555.0,0.8953908673434338,203031485.0,563,9427932.0,28007476.55,7631465.0,historical,,,,28007476.55
Sulawesi Barat,2013,1513864,8072.0,0.5332050963626852,203031485.0,563,5461747.0,16678447.12,4544536.0,historical,,,,16678447.12
Sulawesi Barat,2014,1513864,14213.0,0.938855802106398,203031485.0,563,9380976.0,29367042.73,8001919.0,historical,,,,29367042.73
Sulawesi Barat,2015,1513864,14055.0,0.9284189332727378,203031485.0,563,9184252.0,29040581.55,7912965.0,historical,,,,29040581.55
Sulawesi Barat,2016,1513864,13677.0,0.903449715430184,203031485.0,563,8989089.0,28259554.17,7700151.0,historical,,,,28259554.17
Sulawesi Barat,2017,1513864,12564.0,0.829929240671553,203031485.0,563,8326215.0,25959862.44,7073532.0,historical,,,,25959862.44
Sulawesi Barat,2018,1513864,12974.0,0.8570122547335823,203031485.0,563,8594563.0,26807008.54,7304362.0,historical,,,,26807008.54
Sulawesi Barat,2019,1513864,13036.0,0.8611077349088161,203031485.0,563,8436215.0,26935113.56,7339268.0,historical,,,,26935113.56
Sulawesi Barat,2020,1513864,8513.0,0.5623358505123314,203031485.0,563,5713166.0,17589645.73,4792819.0,historical,,,,17589645.73
Sulawesi Barat,2021,1513864,9848.0,0.6505207865435733,203031485.0,563,6784710.0,20348036.08,5544424.0,historical,,,,20348036.08
Sulawesi Barat,2022,1513864,10043.0,0.6634017322560019,203031485.0,563,6983860.0,20750947.03,5654209.0,historical,,,,20750947.03
Sulawesi Barat,2023,1513864,14697.0,0.9708269699259644,203031485.0,563,9912927.0,30367088.37,8274411.0,historical,,,,30367088.37
Sulawesi Barat,2024,1513864,8456.0,0.5585706509963907,203031485.0,563,6090388.0,17471871.759999998,4760728.0,historical,,,,17471871.759999998
Sulawesi Selatan,2001,3038092,8487.0,0.2793529623197717,359011789.0,561,5643722.0,17473629.69,4761207.0,historical,,,,17473629.69
Sulawesi Selatan,2002,3038092,12727.0,0.4189142395951143,359011789.0,561,8416685.0,26203238.49,7139847.0,historical,,,,26203238.49
Sulawesi Selatan,2003,3038092,5984.0,0.1969657271735023,359011789.0,561,4144140.0,12320278.08,3357024.0,historical,,,,12320278.08
Sulawesi Selatan,2004,3038092,17831.0,0.5869144186548663,359011789.0,561,11875849.0,36711710.97,10003191.0,historical,,,,36711710.97
Sulawesi Selatan,2005,3038092,8573.0,0.2821836863399791,359011789.0,561,5723537.0,17650692.509999998,4809453.0,historical,,,,17650692.509999998
Sulawesi Selatan,2006,3038092,13891.0,0.4572277600546658,359011789.0,561,9030688.0,28599763.17,7792851.0,historical,,,,28599763.17
Sulawesi Selatan,2007,3038092,9525.0,0.3135191429357636,359011789.0,561,6083308.0,19610736.75,5343525.0,historical,,,,19610736.75
Sulawesi Selatan,2008,3038092,8126.0,0.2674705045140174,359011789.0,561,4761796.0,16730377.62,4558686.0,historical,,,,16730377.62
Sulawesi Selatan,2009,3038092,23379.0,0.7695290333538287,359011789.0,561,14107126.0,48134321.73,13115619.0,historical,,,,48134321.73
Sulawesi Selatan,2010,3038092,8401.0,0.2765222382995643,359011789.0,561,5170605.0,17296566.87,4712961.0,historical,,,,17296566.87
Sulawesi Selatan,2011,3038092,14390.0,0.4736525424509857,359011789.0,561,8967364.0,29627139.3,8072790.0,historical,,,,29627139.3
Sulawesi Selatan,2012,3038092,16130.0,0.5309253307668101,359011789.0,561,10535098.0,33209573.1,9048930.0,historical,,,,33209573.1
Sulawesi Selatan,2013,3038092,9008.0,0.2965018834189353,359011789.0,561,5614021.0,18546300.96,5053488.0,historical,,,,18546300.96
Sulawesi Selatan,2014,3038092,21475.0,0.7068581201622597,359011789.0,561,14045258.0,44214233.25,12047475.0,historical,,,,44214233.25
Sulawesi Selatan,2015,3038092,28080.0,0.9242643079933064,359011789.0,561,18521794.0,57813069.6,15752880.0,historical,,,,57813069.6
Sulawesi Selatan,2016,3038092,30886.0,1.016624908001469,359011789.0,561,19955900.0,63590258.82,17327046.0,historical,,,,63590258.82
Sulawesi Selatan,2017,3038092,24051.0,0.7916481791861472,359011789.0,561,15568084.0,49517882.37,13492611.0,historical,,,,49517882.37
Sulawesi Selatan,2018,3038092,19442.0,0.6399411209403797,359011789.0,561,12319199.0,40028550.54,10906962.0,historical,,,,40028550.54
Sulawesi Selatan,2019,3038092,22925.0,0.7545854437587802,359011789.0,561,14043763.0,47199594.75,12860925.0,historical,,,,47199594.75
Sulawesi Selatan,2020,3038092,14268.0,0.4696368641897612,359011789.0,561,9204426.0,29375957.16,8004348.0,historical,,,,29375957.16
Sulawesi Selatan,2021,3038092,10243.0,0.3371523969649372,359011789.0,561,6864991.0,21089005.41,5746323.0,historical,,,,21089005.41
Sulawesi Selatan,2022,3038092,15943.0,0.5247701517926383,359011789.0,561,10626634.0,32824564.41,8944023.0,historical,,,,32824564.41
Sulawesi Selatan,2023,3038092,26949.0,0.8870369955880204,359011789.0,561,16810527.0,55484487.63,15118389.0,historical,,,,55484487.63
Sulawesi Selatan,2024,3038092,9599.0,0.3159548822089653,359011789.0,561,6390102.0,19763093.13,5385039.0,historical,,,,19763093.13
Sulawesi Tengah,2001,5659031,17547.0,0.3100707523955957,785368439.0,564,12428948.0,36320184.36,9896508.0,historical,,,,36320184.36
Sulawesi Tengah,2002,5659031,33169.0,0.5861250804245463,785368439.0,564,23385492.0,68655849.72,18707316.0,historical,,,,68655849.72
Sulawesi Tengah,2003,5659031,20131.0,0.3557322799610039,785368439.0,564,13841708.0,41668754.28,11353884.0,historical,,,,41668754.28
Sulawesi Tengah,2004,5659031,40160.0,0.7096621312023207,785368439.0,564,28834641.0,83126380.8,22650240.0,historical,,,,83126380.8
Sulawesi Tengah,2005,5659031,18074.0,0.319383300780646,785368439.0,564,13144848.0,37411011.12,10193736.0,historical,,,,37411011.12
Sulawesi Tengah,2006,5659031,30635.0,0.5413470963491807,785368439.0,564,22045753.0,63410773.8,17278140.0,historical,,,,63410773.8
Sulawesi Tengah,2007,5659031,20347.0,0.3595491878379885,785368439.0,564,14464731.0,42115848.36,11475708.0,historical,,,,42115848.36
Sulawesi Tengah,2008,5659031,16733.0,0.2956866643776999,785368439.0,564,11829213.0,34635302.04,9437412.0,historical,,,,34635302.04
Sulawesi Tengah,2009,5659031,52427.0,0.926430691049404,785368439.0,564,36157946.0,108517598.76,29568828.0,historical,,,,108517598.76
Sulawesi Tengah,2010,5659031,21980.0,0.3884057182227841,785368439.0,564,15667417.0,45495962.4,12396720.0,historical,,,,45495962.4
Sulawesi Tengah,2011,5659031,26195.0,0.4628884344333862,785368439.0,564,18729086.0,54220506.6,14773980.0,historical,,,,54220506.6
Sulawesi Tengah,2012,5659031,37172.0,0.6568615722373671,785368439.0,564,27777898.0,76941579.36,20965008.0,historical,,,,76941579.36
Sulawesi Tengah,2013,5659031,28515.0,0.5038848523713689,785368439.0,564,21307812.0,59022628.2,16082460.0,historical,,,,59022628.2
Sulawesi Tengah,2014,5659031,46762.0,0.8263252136275626,785368439.0,564,31992205.0,96791728.56,26373768.0,historical,,,,96791728.56
Sulawesi Tengah,2015,5659031,91932.0,1.624518402532165,785368439.0,564,57308397.0,190288208.16,51849648.0,historical,,,,190288208.16
Sulawesi Tengah,2016,5659031,74262.0,1.312274133151064,785368439.0,564,41189343.0,153713428.56,41883768.0,historical,,,,153713428.56
Sulawesi Tengah,2017,5659031,36947.0,0.6528856265321749,785368439.0,564,25193733.0,76475856.36,20838108.0,historical,,,,76475856.36
Sulawesi Tengah,2018,5659031,37525.0,0.6630993892770688,785368439.0,564,25296803.0,77672247.0,21164100.0,historical,,,,77672247.0
Sulawesi Tengah,2019,5659031,45513.0,0.8042542972462954,785368439.0,564,30572299.0,94206448.44,25669332.0,historical,,,,94206448.44
Sulawesi Tengah,2020,5659031,26788.0,0.473367260225293,785368439.0,564,18237145.0,55447945.44,15108432.0,historical,,,,55447945.44
Sulawesi Tengah,2021,5659031,22583.0,0.3990612527126994,785368439.0,564,15613883.0,46744100.04,12736812.0,historical,,,,46744100.04
Sulawesi Tengah,2022,5659031,24645.0,0.4354985862420615,785368439.0,564,17154002.0,51012192.6,13899780.0,historical,,,,51012192.6
Sulawesi Tengah,2023,5659031,43093.0,0.7614907923282273,785368439.0,564,29829629.0,89197338.84,24304452.0,historical,,,,89197338.84
Sulawesi Tengah,2024,5659031,28744.0,0.5079314815557645,785368439.0,564,20285309.0,59496630.72,16211616.0,historical,,,,59496630.72
Sulawesi Tenggara,2001,3163838,15947.0,0.5040397137906555,418959491.0,551,10169831.0,32247544.99,8786797.0,historical,,,,32247544.99
Sulawesi Tenggara,2002,3163838,15851.0,0.5010054244243859,418959491.0,551,10377807.0,32053416.67,8733901.0,historical,,,,32053416.67
Sulawesi Tenggara,2003,3163838,13418.0,0.4241051532979881,418959491.0,551,9347131.0,27133477.06,7393318.0,historical,,,,27133477.06
Sulawesi Tenggara,2004,3163838,41603.0,1.3149535469262332,418959491.0,551,29328104.0,84128338.51,22923253.0,historical,,,,84128338.51
Sulawesi Tenggara,2005,3163838,16418.0,0.5189266959939163,418959491.0,551,11463861.0,33199987.06,9046318.0,historical,,,,33199987.06
Sulawesi Tenggara,2006,3163838,44384.0,1.4028531170053586,418959491.0,551,29285970.0,89751993.28,24455584.0,historical,,,,89751993.28
Sulawesi Tenggara,2007,3163838,9984.0,0.315566094092049,418959491.0,551,6969525.0,20189345.28,5501184.0,historical,,,,20189345.28
Sulawesi Tenggara,2008,3163838,8700.0,0.2749824738181917,418959491.0,551,5790844.0,17592879.0,4793700.0,historical,,,,17592879.0
Sulawesi Tenggara,2009,3163838,30091.0,0.9510916804210584,418959491.0,551,19951838.0,60849117.47,16580141.0,historical,,,,60849117.47
Sulawesi Tenggara,2010,3163838,7630.0,0.241162790256644,418959491.0,551,5476674.0,15429157.1,4204130.0,historical,,,,15429157.1
Sulawesi Tenggara,2011,3163838,22949.0,0.7253531944429519,418959491.0,551,14926665.0,46406779.33,12644899.0,historical,,,,46406779.33
Sulawesi Tenggara,2012,3163838,23041.0,0.728261055085627,418959491.0,551,15481424.0,46592818.97,12695591.0,historical,,,,46592818.97
Sulawesi Tenggara,2013,3163838,15485.0,0.4894371962154826,418959491.0,551,10210219.0,31313302.45,8532235.0,historical,,,,31313302.45
Sulawesi Tenggara,2014,3163838,39717.0,1.2553424037513932,418959491.0,551,25294326.0,80314525.89,21884067.0,historical,,,,80314525.89
Sulawesi Tenggara,2015,3163838,43540.0,1.3761766563269042,418959491.0,551,28523866.0,88045281.8,23990540.0,historical,,,,88045281.8
Sulawesi Tenggara,2016,3163838,38445.0,1.2151380696483196,418959491.0,551,25372965.0,77742325.64999999,21183195.0,historical,,,,77742325.64999999
Sulawesi Tenggara,2017,3163838,27135.0,0.8576608536846704,418959491.0,551,18303384.0,54871582.95,14951385.0,historical,,,,54871582.95
Sulawesi Tenggara,2018,3163838,24214.0,0.7653362782797349,418959491.0,551,15859900.0,48964824.38,13341914.0,historical,,,,48964824.38
Sulawesi Tenggara,2019,3163838,34956.0,1.104860615492955,418959491.0,551,23569141.0,70686974.52,19260756.0,historical,,,,70686974.52
Sulawesi Tenggara,2020,3163838,18920.0,0.5980078626023203,418959491.0,551,13097017.0,38259456.4,10424920.0,historical,,,,38259456.4
Sulawesi Tenggara,2021,3163838,12405.0,0.392087079047663,418959491.0,551,8748481.0,25085018.85,6835155.0,historical,,,,25085018.85
Sulawesi Tenggara,2022,3163838,13369.0,0.4225564014339545,418959491.0,551,9496938.0,27034390.73,7366319.0,historical,,,,27034390.73
Sulawesi Tenggara,2023,3163838,34164.0,1.07982772822123,418959491.0,551,23182187.0,69085415.88,18824364.0,historical,,,,69085415.88
Sulawesi Tenggara,2024,3163838,16908.0,0.5344142146342512,418959491.0,551,11842099.0,34190850.36,9316308.0,historical,,,,34190850.36
Sulawesi Utara,2001,1305508,4520.0,0.3462253774009811,174301375.0,658,3294206.0,10915167.2,2974160.0,historical,,,,10915167.2
Sulawesi Utara,2002,1305508,7683.0,0.5885065430468446,174301375.0,658,5721596.0,18553369.38,5055414.0,historical,,,,18553369.38
Sulawesi Utara,2003,1305508,2910.0,0.2229017363355873,174301375.0,658,2303683.0,7027242.6,1914780.0,historical,,,,7027242.6
Sulawesi Utara,2004,1305508,6841.0,0.5240105767256884,174301375.0,658,5135478.0,16520057.26,4501378.0,historical,,,,16520057.26
Sulawesi Utara,2005,1305508,3473.0,0.2660267114410635,174301375.0,658,2625402.0,8386808.78,2285234.0,historical,,,,8386808.78
Sulawesi Utara,2006,1305508,4894.0,0.3748732294248675,174301375.0,658,3603132.0,11818324.84,3220252.0,historical,,,,11818324.84
Sulawesi Utara,2007,1305508,4278.0,0.3276885319737604,174301375.0,658,3172735.0,10330771.08,2814924.0,historical,,,,10330771.08
Sulawesi Utara,2008,1305508,1609.0,0.1232470425305704,174301375.0,658,1174697.0,3885509.74,1058722.0,historical,,,,3885509.74
Sulawesi Utara,2009,1305508,6999.0,0.5361131452277581,174301375.0,658,5093019.0,16901605.14,4605342.0,historical,,,,16901605.14
Sulawesi Utara,2010,1305508,2037.0,0.1560312154349111,174301375.0,658,1489483.0,4919069.82,1340346.0,historical,,,,4919069.82
Sulawesi Utara,2011,1305508,3116.0,0.2386810345091719,174301375.0,658,2254193.0,7524703.76,2050328.0,historical,,,,7524703.76
Sulawesi Utara,2012,1305508,2671.0,0.2045946865128363,174301375.0,658,1871892.0,6450091.06,1757518.0,historical,,,,6450091.06
Sulawesi Utara,2013,1305508,1715.0,0.1313664872218324,174301375.0,658,1209358.0,4141484.9,1128470.0,historical,,,,4141484.9
Sulawesi Utara,2014,1305508,6875.0,0.526614926909678,174301375.0,658,4862561.0,16602162.5,4523750.0,historical,,,,16602162.5
Sulawesi Utara,2015,1305508,15596.0,1.1946307491030312,174301375.0,658,10853927.0,37662156.56,10262168.0,historical,,,,37662156.56
Sulawesi Utara,2016,1305508,8782.0,0.6726883328175699,174301375.0,658,5885109.0,21207300.52,5778556.0,historical,,,,21207300.52
Sulawesi Utara,2017,1305508,5777.0,0.442509735673776,174301375.0,658,4201972.0,13950646.22,3801266.0,historical,,,,13950646.22
Sulawesi Utara,2018,1305508,7455.0,0.5710420771071492,174301375.0,658,5429694.0,18002781.3,4905390.0,historical,,,,18002781.3
Sulawesi Utara,2019,1305508,8921.0,0.6833355291579982,174301375.0,658,6485071.0,21542966.06,5870018.0,historical,,,,21542966.06
Sulawesi Utara,2020,1305508,3124.0,0.2392938227877577,174301375.0,658,2242271.0,7544022.64,2055592.0,historical,,,,7544022.64
Sulawesi Utara,2021,1305508,2824.0,0.2163142623407899,174301375.0,658,2165404.0,6819564.64,1858192.0,historical,,,,6819564.64
Sulawesi Utara,2022,1305508,2731.0,0.2091905986022299,174301375.0,658,2103626.0,6594982.66,1796998.0,historical,,,,6594982.66
Sulawesi Utara,2023,1305508,5793.0,0.4437353122309476,174301375.0,658,4498387.0,13989283.98,3811794.0,historical,,,,13989283.98
Sulawesi Utara,2024,1305508,3474.0,0.2661033099758868,174301375.0,658,2607491.0,8389223.64,2285892.0,historical,,,,8389223.64
Sumatera Barat,2001,3810773,15016.0,0.3940407890997443,514069620.0,693,9017154.0,38190342.96,10406088.0,historical,,,,38190342.96
Sumatera Barat,2002,3810773,15384.0,0.4036976225033608,514069620.0,693,10946027.0,39126281.04,10661112.0,historical,,,,39126281.04
Sumatera Barat,2003,3810773,9833.0,0.2580316382004386,514069620.0,693,6925240.0,25008367.23,6814269.0,historical,,,,25008367.23
Sumatera Barat,2004,3810773,26547.0,0.6966303162114353,514069620.0,693,19550162.0,67517250.57,18397071.0,historical,,,,67517250.57
Sumatera Barat,2005,3810773,29284.0,0.7684530146508334,514069620.0,693,23398786.0,74478290.03999999,20293812.0,historical,,,,74478290.03999999
Sumatera Barat,2006,3810773,32715.0,0.8584872413024864,514069620.0,693,23944895.0,83204386.64999999,22671495.0,historical,,,,83204386.64999999
Sumatera Barat,2007,3810773,31672.0,0.8311174661938666,514069620.0,693,23416049.0,80551714.32,21948696.0,historical,,,,80551714.32
Sumatera Barat,2008,3810773,34037.0,0.893178365649174,514069620.0,693,25112921.0,86566642.47,23587641.0,historical,,,,86566642.47
Sumatera Barat,2009,3810773,40537.0,1.063747433919575,514069620.0,693,29260461.0,103098157.47,28092141.0,historical,,,,103098157.47
Sumatera Barat,2010,3810773,22960.0,0.6025024319212926,514069620.0,693,15887809.0,58394397.6,15911280.0,historical,,,,58394397.6
Sumatera Barat,2011,3810773,42570.0,1.1170961901955323,514069620.0,693,30825617.0,108268706.7,29501010.0,historical,,,,108268706.7
Sumatera Barat,2012,3810773,36511.0,0.9580995771724004,514069620.0,693,28198779.0,92858791.41,25302123.0,historical,,,,92858791.41
Sumatera Barat,2013,3810773,22433.0,0.5886732166938309,514069620.0,693,15784603.0,57054073.23,15546069.0,historical,,,,57054073.23
Sumatera Barat,2014,3810773,30560.0,0.801937034822069,514069620.0,693,19153561.0,77723553.6,21178080.0,historical,,,,77723553.6
Sumatera Barat,2015,3810773,22500.0,0.5904313901667719,514069620.0,693,14375404.0,57224475.0,15592500.0,historical,,,,57224475.0
Sumatera Barat,2016,3810773,39172.0,1.0279279295827906,514069620.0,693,25164386.0,99626539.32,27146196.0,historical,,,,99626539.32
Sumatera Barat,2017,3810773,51512.0,1.3517467453453669,514069620.0,693,32806043.0,131010984.72,35697816.0,historical,,,,131010984.72
Sumatera Barat,2018,3810773,37400.0,0.9814281774327676,514069620.0,693,22459269.0,95119794.0,25918200.0,historical,,,,95119794.0
Sumatera Barat,2019,3810773,30977.0,0.8128796965864931,514069620.0,693,17493056.0,78784113.87,21467061.0,historical,,,,78784113.87
Sumatera Barat,2020,3810773,30395.0,0.7976072046275126,514069620.0,693,14199181.0,77303907.45,21063735.0,historical,,,,77303907.45
Sumatera Barat,2021,3810773,35801.0,0.939468186638249,514069620.0,693,18921715.0,91053041.31,24810093.0,historical,,,,91053041.31
Sumatera Barat,2022,3810773,35602.0,0.9342461490096629,514069620.0,693,21147747.0,90546922.62,24672186.0,historical,,,,90546922.62
Sumatera Barat,2023,3810773,35180.0,0.923172280269646,514069620.0,693,20412308.0,89473645.8,24379740.0,historical,,,,89473645.8
Sumatera Barat,2024,3810773,32209.0,0.8452090953725135,514069620.0,693,18836603.0,81917471.78999999,22320837.0,historical,,,,81917471.78999999
Sumatera Selatan,2001,7037599,59014.0,0.8385530349200062,551168979.0,417,31281401.0,90314435.46,24608838.0,historical,,,,90314435.46
Sumatera Selatan,2002,7037599,65958.0,0.937223050077164,551168979.0,417,46501832.0,100941463.62,27504486.0,historical,,,,100941463.62
Sumatera Selatan,2003,7037599,30693.0,0.4361288558782619,551168979.0,417,19401195.0,46972260.27,12798981.0,historical,,,,46972260.27
Sumatera Selatan,2004,7037599,102154.0,1.4515461878404836,551168979.0,417,69740460.0,156335460.06,42598218.0,historical,,,,156335460.06
Sumatera Selatan,2005,7037599,87403.0,1.2419434525894413,551168979.0,417,65351204.0,133760677.17,36447051.0,historical,,,,133760677.17
Sumatera Selatan,2006,7037599,170369.0,2.420839834722041,551168979.0,417,143867576.0,260731013.91,71043873.0,historical,,,,260731013.91
Sumatera Selatan,2007,7037599,173988.0,2.4722636228634225,551168979.0,417,173093278.0,266269495.32,72552996.0,historical,,,,266269495.32
Sumatera Selatan,2008,7037599,189246.0,2.6890705196473967,551168979.0,417,154544676.0,289620185.94,78915582.0,historical,,,,289620185.94
Sumatera Selatan,2009,7037599,201438.0,2.862311421835771,551168979.0,417,151514614.0,308278700.82,83999646.0,historical,,,,308278700.82
Sumatera Selatan,2010,7037599,120180.0,1.7076846805281174,551168979.0,417,102276017.0,183922270.2,50115060.0,historical,,,,183922270.2
Sumatera Selatan,2011,7037599,132284.0,1.8796751562571268,551168979.0,417,109002471.0,202446110.76,55162428.0,historical,,,,202446110.76
Sumatera Selatan,2012,7037599,361299.0,5.133838969796376,551168979.0,417,283338468.0,552928376.61,150661683.0,historical,,,,552928376.61
Sumatera Selatan,2013,7037599,100948.0,1.434409661590551,551168979.0,417,79944249.0,154489809.72,42095316.0,historical,,,,154489809.72
Sumatera Selatan,2014,7037599,159552.0,2.267136845961243,551168979.0,417,113533856.0,244176785.28,66533184.0,historical,,,,244176785.28
Sumatera Selatan,2015,7037599,169040.0,2.401955553307314,551168979.0,417,136997228.0,258697125.6,70489680.0,historical,,,,258697125.6
Sumatera Selatan,2016,7037599,275754.0,3.918296566769434,551168979.0,417,252613872.0,422011164.06,114989418.0,historical,,,,422011164.06
Sumatera Selatan,2017,7037599,124661.0,1.7713569642146418,551168979.0,417,91449446.0,190779947.79,51983637.0,historical,,,,190779947.79
Sumatera Selatan,2018,7037599,125458.0,1.7826818493068446,551168979.0,417,78647711.0,191999668.62,52315986.0,historical,,,,191999668.62
Sumatera Selatan,2019,7037599,102590.0,1.4577414825709734,551168979.0,417,64381568.0,157002710.1,42780030.0,historical,,,,157002710.1
Sumatera Selatan,2020,7037599,108366.0,1.539814928358379,551168979.0,417,67795114.0,165842242.74,45188622.0,historical,,,,165842242.74
Sumatera Selatan,2021,7037599,77866.0,1.1064284850557695,551168979.0,417,49699965.0,119165347.74,32470122.0,historical,,,,119165347.74
Sumatera Selatan,2022,7037599,87810.0,1.247726674964004,551168979.0,417,53559197.0,134383545.9,36616770.0,historical,,,,134383545.9
Sumatera Selatan,2023,7037599,139240.0,1.9785156841132887,551168979.0,417,82593587.0,213091503.6,58063080.0,historical,,,,213091503.6
Sumatera Selatan,2024,7037599,120445.0,1.711450169297796,551168979.0,417,69986009.0,184327823.55,50225565.0,historical,,,,184327823.55
Sumatera Utara,2001,5784850,54337.0,0.9392983396285124,646605358.0,572,20198258.0,114066403.88,31080764.0,historical,,,,114066403.88
Sumatera Utara,2002,5784850,39735.0,0.686880385835415,646605358.0,572,19718932.0,83413301.39999999,22728420.0,historical,,,,83413301.39999999
