subnational1,year,extent_2000_ha,loss_ha,loss_rate_%,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,emission_Mg_CO2e,emission_estimated_CO2e,carbon_loss_MgC
Kalimantan Tengah,2014,14220881,197213,1.3867846865464946,1698947244,535,145179410,387217864.84999996,105508955
Kalimantan Tengah,2015,14220881,213840,1.503704306364704,1698947244,535,172198968,419864148.0,114404400
Kalimantan Tengah,2016,14220881,492975,3.46655738136055,1698947244,535,479684517,967931763.75,263741625
Kalimantan Tengah,2017,14220881,102894,0.7235416708711647,1698947244,535,69126749,202027224.29999998,55048290
Kalimantan Tengah,2018,14220881,110369,0.7761052216103911,1698947244,535,76187310,216704013.04999998,59047415
Kalimantan Tengah,2019,14220881,122143,0.8588989669486722,1698947244,535,86475205,239821673.35,65346505
Kalimantan Tengah,2020,14220881,90490,0.6363178202531896,1698947244,535,60914533,177672590.5,48412150
Kalimantan Tengah,2021,14220881,53159,0.3738094707353222,1698947244,535,33362598,104375038.55,28440065
Kalimantan Tengah,2022,14220881,72734,0.5114591704972428,1698947244,535,46339431,142809572.3,38912690
Kalimantan Tengah,2023,14220881,144866,1.0186851292827779,1698947244,535,91559754,284437147.7,77503310
Kalimantan Tengah,2024,14220881,118639,0.8342591432978027,1698947244,535,76649894,232941744.54999998,63471865
Kalimantan Timur,2001,11718039,45977,0.39236087198549174,1520118972,580,27360852,97866642.2,26666660
Kalimantan Timur,2002,11718039,57425,0.4900563993685291,1520118972,580,34117200,122234855.0,33306500
Kalimantan Timur,2003,11718039,36975,0.31553914439096853,1520118972,580,23331304,78704985.0,21445500
Kalimantan Timur,2004,11718039,71496,0.6101362181846297,1520118972,580,42881456,152186385.6,41467680
Kalimantan Timur,2005,11718039,66742,0.5695662900592838,1520118972,580,41221767,142067021.2,38710360
Kalimantan Timur,2006,11718039,128253,1.0944920050189286,1520118972,580,77996547,272999335.8,74386740
Kalimantan Timur,2007,11718039,121912,1.0403788551992361,1520118972,580,75445749,259501883.2,70708960
Kalimantan Timur,2008,11718039,105149,0.8973259092242312,1520118972,580,65828559,223820161.4,60986420
Kalimantan Timur,2009,11718039,211515,1.8050375152361247,1520118972,580,132568141,450230829.0,122678700
Kalimantan Timur,2010,11718039,107241,0.9151787257236471,1520118972,580,73268917,228273192.6,62199780
Kalimantan Timur,2011,11718039,182064,1.5537070665151396,1520118972,580,128207918,387541430.4,105597120
Kalimantan Timur,2012,11718039,255656,2.181730236603582,1520118972,580,185383993,544189361.6,148280480
Kalimantan Timur,2013,11718039,147487,1.2586320970599263,1520118972,580,105915945,313940828.2,85542460
Kalimantan Timur,2014,11718039,211485,1.8047814997031502,1520118972,580,148028973,450166971.0,122661300
Kalimantan Timur,2015,11718039,183872,1.5691362693023978,1520118972,580,129229278,391389939.2,106645760
Kalimantan Timur,2016,11718039,313958,2.679270823386063,1520118972,580,200410821,668290998.8,182095640
Kalimantan Timur,2017,11718039,134297,1.1460706010621742,1520118972,580,93894983,285864594.2,77892260
Kalimantan Timur,2018,11718039,147742,1.2608082290902087,1520118972,580,106195817,314483621.2,85690360
Kalimantan Timur,2019,11718039,132059,1.1269718423022828,1520118972,580,97175202,281100787.4,76594220
Kalimantan Timur,2020,11718039,91821,0.7835867417747969,1520118972,580,66906288,195450180.6,53256180
Kalimantan Timur,2021,11718039,74061,0.6320255462539422,1520118972,580,53317833,157646244.6,42955380
Kalimantan Timur,2022,11718039,61563,0.5253694752168003,1520118972,580,42445205,131043001.8,35706540
Kalimantan Timur,2023,11718039,134307,1.1461559395731657,1520118972,580,90358293,285885880.2,77898060
Kalimantan Timur,2024,11718039,110376,0.9419323489194737,1520118972,580,73938627,234946353.6,64018080
Kalimantan Utara,2001,6837686,27060,0.3957479182284767,1038915205,617,19341740,61274393.4,16696020
Kalimantan Utara,2002,6837686,23604,0.345204503394862,1038915205,617,16603990,53448661.56,14563668
Kalimantan Utara,2003,6837686,16648,0.24347418117766745,1038915205,617,11813601,37697564.72,10271816
Kalimantan Utara,2004,6837686,36334,0.5313785979642821,1038915205,617,26651952,82274346.26,22418078
Kalimantan Utara,2005,6837686,23948,0.3502354451491338,1038915205,617,17285858,54227611.72,14775916
Kalimantan Utara,2006,6837686,24116,0.3526924167035456,1038915205,617,17979152,54608029.24,14879572
Kalimantan Utara,2007,6837686,30813,0.4506349077743553,1038915205,617,23003238,69772649.07,19011621
Kalimantan Utara,2008,6837686,39795,0.5819951369513019,1038915205,617,32121894,90111400.05,24553515
Kalimantan Utara,2009,6837686,51702,0.7561329958702403,1038915205,617,41983041,117073491.78,31900134
Kalimantan Utara,2010,6837686,29944,0.4379259299125465,1038915205,617,24417359,67804894.16,18475448
Kalimantan Utara,2011,6837686,41756,0.6106744299167877,1038915205,617,37909107,94551868.84,25763452
Kalimantan Utara,2012,6837686,60396,0.8832812738110525,1038915205,617,56397829,136760098.44,37264332
Kalimantan Utara,2013,6837686,31842,0.46568385854512767,1038915205,617,30264091,72102706.38,19646514
Kalimantan Utara,2014,6837686,59037,0.8634061289155426,1038915205,617,54653575,133682792.42999999,36425829
Kalimantan Utara,2015,6837686,47844,0.6997103991028544,1038915205,617,47042639,108337475.16,29519748
Kalimantan Utara,2016,6837686,38488,0.5628804832512052,1038915205,617,28230272,87151842.32,23747096
Kalimantan Utara,2017,6837686,33775,0.4939536562515448,1038915205,617,25163499,76479772.25,20839175
Kalimantan Utara,2018,6837686,36813,0.538383891860492,1038915205,617,27279257,83358989.07,22713621
Kalimantan Utara,2019,6837686,29326,0.4288877845516743,1038915205,617,21270456,66405501.14,18094142
Kalimantan Utara,2020,6837686,24481,0.35803047990211895,1038915205,617,17310809,55434531.589999996,15104777
Kalimantan Utara,2021,6837686,19260,0.28167423891649895,1038915205,617,14290997,43612151.4,11883420
Kalimantan Utara,2022,6837686,17636,0.25792351389051793,1038915205,617,13016817,39934782.04,10881412
Kalimantan Utara,2023,6837686,26441,0.3866951480369236,1038915205,617,19352139,59872735.99,16314097
Kalimantan Utara,2024,6837686,19954,0.29182387140912874,1038915205,617,14535488,45183638.06,12311618
Kepulauan Riau,2001,689780,1719,0.2492098930093653,65301369,398,950861,2510874.54,684162
Kepulauan Riau,2002,689780,5529,0.8015599176549044,65301369,398,3032378,8075989.14,2200542
Kepulauan Riau,2003,689780,1775,0.25732842355533647,65301369,398,1004387,2592671.5,706450
Kepulauan Riau,2004,689780,4533,0.6571660529444171,65301369,398,2430997,6621171.78,1804134
Kepulauan Riau,2005,689780,8092,1.1731276638928354,65301369,398,4393452,11819660.72,3220616
Kepulauan Riau,2006,689780,5433,0.787642436718954,65301369,398,3085049,7935765.78,2162334
Kepulauan Riau,2007,689780,2688,0.3896894662066166,65301369,398,1477674,3926254.08,1069824
Kepulauan Riau,2008,689780,8706,1.2621415523790194,65301369,398,4805679,12716505.959999999,3464988
Kepulauan Riau,2009,689780,5234,0.7587926585288063,65301369,398,2959989,7645094.4399999995,2083132
Kepulauan Riau,2010,689780,4797,0.6954391255182812,65301369,398,2717646,7006786.02,1909206
Kepulauan Riau,2011,689780,6945,1.0068427614601756,65301369,398,4023768,10144283.7,2764110
Kepulauan Riau,2012,689780,9375,1.3591289976514251,65301369,398,5569448,13693687.5,3731250
Kepulauan Riau,2013,689780,4763,0.6905100176867988,65301369,398,2926094,6957123.58,1895674
Kepulauan Riau,2014,689780,19231,2.787990373742353,65301369,398,10628370,28089952.46,7653938
Kepulauan Riau,2015,689780,5869,0.8508509959697295,65301369,398,3215468,8572613.54,2335862
Kepulauan Riau,2016,689780,13058,1.8930673548087795,65301369,398,6683777,19073298.28,5197084
Kepulauan Riau,2017,689780,7993,1.1587752616776363,65301369,398,4153721,11675055.379999999,3181214
Kepulauan Riau,2018,689780,6266,0.9084055785902752,65301369,398,3286840,9152495.56,2493868
Kepulauan Riau,2019,689780,8888,1.2885267766534256,65301369,398,4512761,12982346.08,3537424
Kepulauan Riau,2020,689780,8779,1.272724636840732,65301369,398,4743478,12823134.14,3494042
Kepulauan Riau,2021,689780,4391,0.6365797790599902,65301369,398,2380199,6413758.06,1747618
Kepulauan Riau,2022,689780,2845,0.4124503464872858,65301369,398,1560701,4155577.6999999997,1132310
Kepulauan Riau,2023,689780,3343,0.48464727884252945,65301369,398,1863024,4882986.38,1330514
Kepulauan Riau,2024,689780,2623,0.38026617182290007,65301369,398,1463611,3831311.1799999997,1043954
Lampung,2001,1783131,10335,0.5795984703311198,162224187,542,5670528,20557761.9,5601570
Lampung,2002,1783131,9346,0.5241342335476193,162224187,542,5294687,18590502.44,5065532
Lampung,2003,1783131,4981,0.2793401045688735,162224187,542,2998867,9907906.34,2699702
Lampung,2004,1783131,10520,0.5899734792339991,162224187,542,5711808,20925752.8,5701840
Lampung,2005,1783131,9319,0.522620043059091,162224187,542,4855209,18536795.66,5050898
Lampung,2006,1783131,14046,0.7877155408099573,162224187,542,7593744,27939460.439999998,7612932
Lampung,2007,1783131,15584,0.8739683175268671,162224187,542,8008809,30998757.759999998,8446528
Lampung,2008,1783131,16173,0.9070001026284665,162224187,542,9014570,32170361.22,8765766
Lampung,2009,1783131,23141,1.2977734109271837,162224187,542,11909937,46030688.74,12542422
Lampung,2010,1783131,14090,0.7901831104949665,162224187,542,7268716,28026982.599999998,7636780
Lampung,2011,1783131,16755,0.9396393198256325,162224187,542,8765231,33328040.7,9081210
Lampung,2012,1783131,30337,1.7013332166845845,162224187,542,16286859,60344540.18,16442654
Lampung,2013,1783131,5150,0.2888178154044767,162224187,542,2868658,10244071.0,2791300
Lampung,2014,1783131,11365,0.6373620334120151,162224187,542,6464907,22606576.099999998,6159830
Lampung,2015,1783131,14132,0.7925385179215659,162224187,542,8232115,28110526.48,7659544
Lampung,2016,1783131,16242,0.9108697005435944,162224187,542,9822903,32307611.88,8803164
Lampung,2017,1783131,11761,0.6595701605770973,162224187,542,7176394,23394275.54,6374462
Lampung,2018,1783131,10337,0.5797106325895294,162224187,542,6022118,20561740.18,5602654
Lampung,2019,1783131,13177,0.7389810395310271,162224187,542,7359432,26210897.78,7141934
Lampung,2020,1783131,9472,0.5312004558274181,162224187,542,4932831,18841134.08,5133824
Lampung,2021,1783131,7605,0.4264969876021448,162224187,542,4736570,15127409.7,4121910
Lampung,2022,1783131,7023,0.39385777040497866,162224187,542,4211817,13969730.219999999,3806466
Lampung,2023,1783131,21635,1.213315230344826,162224187,542,13073360,43035043.9,11726170
Lampung,2024,1783131,12943,0.725858055297115,162224187,542,8411703,25745439.02,7015106
Maluku,2001,4147416,4540,0.10946574927617582,591883031,566,3102087,9430578.8,2569640
Maluku,2002,4147416,14596,0.3519299727830534,591883031,566,10272420,30319103.12,8261336
Maluku,2003,4147416,4307,0.10384779342125314,591883031,566,2987945,8946586.54,2437762
Maluku,2004,4147416,7367,0.1776286728893364,591883031,566,5165836,15302879.74,4169722
Maluku,2005,4147416,5605,0.13514438869889106,591883031,566,3962250,11642818.1,3172430
Maluku,2006,4147416,12417,0.29939123541019275,591883031,566,8876804,25792840.74,7028022
Maluku,2007,4147416,4456,0.10744039180058138,591883031,566,3131701,9256092.32,2522096
Maluku,2008,4147416,2934,0.0707428432546916,591883031,566,2001727,6094563.4799999995,1660644
Maluku,2009,4147416,13425,0.3236955251173261,591883031,566,9538812,27886678.5,7598550
Maluku,2010,4147416,4397,0.10601781928796147,591883031,566,3293506,9133536.34,2488702
Maluku,2011,4147416,9380,0.22616491810804606,591883031,566,6986313,19484323.599999998,5309080
Maluku,2012,4147416,11375,0.27426715815341407,591883031,566,8416377,23628377.5,6438250
Maluku,2013,4147416,4668,0.11255200828660544,591883031,566,3359208,9696462.959999999,2642088
Maluku,2014,4147416,15224,0.3670719310529737,591883031,566,10167410,31623597.28,8616784
Maluku,2015,4147416,48979,1.1809521880611928,591883031,566,30025936,101740158.38,27722114
Maluku,2016,4147416,27623,0.6660291612898248,591883031,566,17247408,57379048.06,15634618
Maluku,2017,4147416,7333,0.17680888533969102,591883031,566,5231878,15232254.26,4150478
Maluku,2018,4147416,11187,0.2697342152318456,591883031,566,7896209,23237860.14,6331842
Maluku,2019,4147416,17179,0.4142097151575825,591883031,566,12066806,35684562.38,9723314
Maluku,2020,4147416,5660,0.13647051561743506,591883031,566,3871305,11757065.2,3203560
Maluku,2021,4147416,3727,0.0898631822802439,591883031,566,2647823,7741798.9399999995,2109482
Maluku,2022,4147416,5059,0.1219795651075272,591883031,566,3614175,10508655.98,2863394
Maluku,2023,4147416,14304,0.3448894444155108,591883031,566,9332047,29712554.88,8096064
Maluku,2024,4147416,5198,0.12533104950166563,591883031,566,3611267,10797389.56,2942068
Maluku Utara,2001,3073260,7354,0.2392898745957062,457822346,589,5328270,15896627.02,4331506
Maluku Utara,2002,3073260,23402,0.7614715318586778,457822346,589,16856591,50586465.26,13783778
Maluku Utara,2003,3073260,10039,0.32665638442565875,457822346,589,6295815,21700603.57,5912971
Maluku Utara,2004,3073260,12043,0.3918640141087965,457822346,589,9026573,26032510.09,7093327
Maluku Utara,2005,3073260,6418,0.20883361642034842,457822346,589,4839832,13873341.34,3780202
Maluku Utara,2006,3073260,16112,0.524264136454449,457822346,589,12155350,34828182.56,9489968
Maluku Utara,2007,3073260,5353,0.17417986112466893,457822346,589,4015715,11571205.39,3152917
Maluku Utara,2008,3073260,4956,0.16126198239003534,457822346,589,3739948,10713038.28,2919084
Maluku Utara,2009,3073260,13474,0.4384269472807377,457822346,589,10187823,29125802.62,7936186
Maluku Utara,2010,3073260,6067,0.19741251960458928,457822346,589,4719712,13114609.209999999,3573463
Maluku Utara,2011,3073260,5746,0.18696758490983517,457822346,589,4375824,12420725.98,3384394
Maluku Utara,2012,3073260,9010,0.2931740236751853,457822346,589,6856331,19476286.3,5306890
Maluku Utara,2013,3073260,6781,0.2206451780845096,457822346,589,5370606,14658013.03,3994009
Maluku Utara,2014,3073260,17979,0.5850139591183303,457822346,589,14161059,38863945.769999996,10589631
Maluku Utara,2015,3073260,45451,1.4789181520600274,457822346,589,32210077,98248245.13,26770639
Maluku Utara,2016,3073260,26859,0.8739579469358272,457822346,589,16672860,58059220.17,15819951
Maluku Utara,2017,3073260,10589,0.3445526899774181,457822346,589,8189078,22889500.07,6236921
Maluku Utara,2018,3073260,12375,0.4026668749145858,457822346,589,9463775,26750171.25,7288875
Maluku Utara,2019,3073260,14166,0.46094375353858774,457822346,589,10846791,30621650.58,8343774
Maluku Utara,2020,3073260,7423,0.24153504747401783,457822346,589,5722695,16045779.49,4372147
Maluku Utara,2021,3073260,6041,0.19656651243305157,457822346,589,4726723,13058406.83,3558149
Maluku Utara,2022,3073260,6358,0.20688129217833834,457822346,589,4975151,13743643.54,3744862
Maluku Utara,2023,3073260,11895,0.3870482809785049,457822346,589,9333767,25712588.849999998,7006155
Maluku Utara,2024,3073260,7303,0.2376303989899976,457822346,589,5735495,15786383.89,4301467
Nusa Tenggara Barat,2001,1134688,2882,0.2539905242674638,127759207,565,1778858,5975971.1,1628330
Nusa Tenggara Barat,2002,1134688,2675,0.23574762401646973,127759207,565,1611040,5546746.25,1511375
Nusa Tenggara Barat,2003,1134688,1719,0.1514953890408641,127759207,565,977513,3564432.4499999997,971235
Nusa Tenggara Barat,2004,1134688,4554,0.4013438055218703,127759207,565,2760908,9442946.7,2573010
Nusa Tenggara Barat,2005,1134688,2035,0.1793444541583237,127759207,565,1226044,4219674.25,1149775
Nusa Tenggara Barat,2006,1134688,2486,0.21909106291773597,127759207,565,1439702,5154845.3,1404590
Nusa Tenggara Barat,2007,1134688,1993,0.17564299613638287,127759207,565,1169479,4132585.15,1126045
Nusa Tenggara Barat,2008,1134688,2735,0.24103542119067092,127759207,565,1510575,5671159.25,1545275
Nusa Tenggara Barat,2009,1134688,1952,0.17202966806734538,127759207,565,1098667,4047569.6,1102880
Nusa Tenggara Barat,2010,1134688,1146,0.10099692602724274,127759207,565,707131,2376288.3,647490
Nusa Tenggara Barat,2011,1134688,2327,0.20507840040610284,127759207,565,1275580,4825150.85,1314755
Nusa Tenggara Barat,2012,1134688,3118,0.27478919315265515,127759207,565,1889978,6465328.899999999,1761670
Nusa Tenggara Barat,2013,1134688,1540,0.13572012747116388,127759207,565,807484,3193267.0,870100
Nusa Tenggara Barat,2014,1134688,7148,0.6299529033531684,127759207,565,3754861,14821735.4,4038620
Nusa Tenggara Barat,2015,1134688,4435,0.39085634112637124,127759207,565,2368835,9196194.25,2505775
Nusa Tenggara Barat,2016,1134688,4028,0.3549874502947066,127759207,565,2181863,8352259.399999999,2275820
Nusa Tenggara Barat,2017,1134688,6195,0.545965058236273,127759207,565,3398339,12845642.25,3500175
Nusa Tenggara Barat,2018,1134688,8144,0.7177303364449082,127759207,565,4504920,16886991.2,4601360
Nusa Tenggara Barat,2019,1134688,8705,0.7671712400236893,127759207,565,4815213,18050252.75,4918325
Nusa Tenggara Barat,2020,1134688,6598,0.5814814292563243,127759207,565,3713738,13681282.9,3727870
Nusa Tenggara Barat,2021,1134688,4816,0.42443385318254884,127759207,565,2851398,9986216.799999999,2721040
Nusa Tenggara Barat,2022,1134688,5616,0.49493781550523136,127759207,565,3339140,11645056.799999999,3173040
Nusa Tenggara Barat,2023,1134688,9928,0.8749541724244904,127759207,565,5833652,20586204.4,5609320
Nusa Tenggara Barat,2024,1134688,6153,0.5422636002143321,127759207,565,3756477,12758553.15,3476445
Nusa Tenggara Timur,2001,2298069,4725,0.2056074034330562,214376729,428,2770322,7421841.0,2022300
Nusa Tenggara Timur,2002,2298069,4608,0.2005161724909043,214376729,428,2645752,7238062.08,1972224
Nusa Tenggara Timur,2003,2298069,3848,0.16744492876410588,214376729,428,2203796,6044284.4799999995,1646944
Nusa Tenggara Timur,2004,2298069,4686,0.2039103264523389,214376729,428,2597500,7360581.359999999,2005608
Nusa Tenggara Timur,2005,2298069,5052,0.21983674119445498,214376729,428,2827115,7935479.52,2162256
Nusa Tenggara Timur,2006,2298069,6987,0.30403786831465895,214376729,428,3875489,10974900.12,2990436
Nusa Tenggara Timur,2007,2298069,5033,0.219009960101285,214376729,428,2666704,7905635.08,2154124
Nusa Tenggara Timur,2008,2298069,4451,0.1936843497736578,214376729,428,2386126,6991452.76,1905028
Nusa Tenggara Timur,2009,2298069,5917,0.25747703833087693,214376729,428,3216577,9294186.92,2532476
Nusa Tenggara Timur,2010,2298069,1779,0.07741281919733481,214376729,428,1012675,2794382.04,761412
Nusa Tenggara Timur,2011,2298069,7816,0.3401116328534957,214376729,428,4071094,12277060.16,3345248
Nusa Tenggara Timur,2012,2298069,4649,0.20230027906037634,214376729,428,2722862,7302463.24,1989772
Nusa Tenggara Timur,2013,2298069,2105,0.09159864216435624,214376729,428,989957,3306449.8,900940
Nusa Tenggara Timur,2014,2298069,9175,0.39924823841233664,214376729,428,4282692,14411723.0,3926900
Nusa Tenggara Timur,2015,2298069,7422,0.3229668038688133,214376729,428,3495774,11658180.72,3176616
Nusa Tenggara Timur,2016,2298069,7367,0.3205734901780582,214376729,428,3418512,11571788.92,3153076
Nusa Tenggara Timur,2017,2298069,10350,0.4503781218057421,214376729,428,4900375,16257366.0,4429800
Nusa Tenggara Timur,2018,2298069,5184,0.22558069405226736,214376729,428,2500304,8142819.84,2218752
Nusa Tenggara Timur,2019,2298069,7794,0.33915430737719365,214376729,428,3871869,12242503.44,3335832
Nusa Tenggara Timur,2020,2298069,6516,0.2835424001629194,214376729,428,3298605,10235072.16,2788848
Nusa Tenggara Timur,2021,2298069,9791,0.42605335174879433,214376729,428,5171428,15379311.16,4190548
Nusa Tenggara Timur,2022,2298069,7000,0.30460356064156474,214376729,428,3646502,10995320.0,2996000
Nusa Tenggara Timur,2023,2298069,8807,0.38323479408146577,214376729,428,4394288,13833683.32,3769396
Nusa Tenggara Timur,2024,2298069,6484,0.28214992674284367,214376729,428,3364347,10184807.84,2775152
Papua,2001,29567782,12589,0.04257674789404224,4327813396,592,8838336,27351364.96,7452688
Papua,2002,29567782,20479,0.0692611978808556,4327813396,592,14173627,44493494.56,12123568
Papua,2003,29567782,11731,0.03967494078521006,4327813396,592,8692085,25487239.84,6944752
Papua,2004,29567782,19129,0.0646954174648609,4327813396,592,14242138,41560430.56,11324368
Papua,2005,29567782,14728,0.04981097330871825,4327813396,592,11140598,31998641.919999998,8718976
Papua,2006,29567782,21300,0.07203786878569383,4327813396,592,15574624,46277232.0,12609600
Papua,2007,29567782,21135,0.07147982895707226,4327813396,592,15901374,45918746.4,12511920
Papua,2008,29567782,15555,0.052607936570960925,4327813396,592,11448106,33795415.2,9208560
Papua,2009,29567782,23129,0.07822365573447478,4327813396,592,16297140,50250990.56,13692368
Papua,2010,29567782,25679,0.08684790763135361,4327813396,592,18772331,55791222.56,15201968
Papua,2011,29567782,23157,0.07831835340236207,4327813396,592,18447796,50311824.48,13708944
Papua,2012,29567782,46692,0.15791512532120264,4327813396,592,40097203,101444906.88,27641664
Papua,2013,29567782,38013,0.12856223033570796,4327813396,592,33956004,82588564.32,22503696
Papua,2014,29567782,58753,0.19870614576365583,4327813396,592,49317369,127649117.92,34781776
Papua,2015,29567782,82032,0.27743711043324115,4327813396,592,64923772,178226004.48,48562944
Papua,2016,29567782,83052,0.28088681119199266,4327813396,592,59820204,180442097.28,49166784
Papua,2017,29567782,49615,0.167800885436723,4327813396,592,37129562,107795533.6,29372080
Papua,2018,29567782,34778,0.11762126763515775,4327813396,592,25181159,75560073.92,20588576
Papua,2019,29567782,34560,0.11688397864946379,4327813396,592,25142439,75086438.4,20459520
Papua,2020,29567782,29911,0.1011607837206051,4327813396,592,20495899,64985835.04,17707312
Papua,2021,29567782,26341,0.08908683106497471,4327813396,592,18116424,57229510.24,15593872
Papua,2022,29567782,28605,0.09674381392557616,4327813396,592,18952230,62148367.199999996,16934160
Papua,2023,29567782,22967,0.07767576208455541,4327813396,592,15850498,49899022.88,13596464
Papua,2024,29567782,22586,0.07638719738937469,4327813396,592,15394172,49071247.04,13370912
Papua Barat,2001,9456462,6078,0.06427350947954955,1522255533,644,4604143,14365231.44,3914232
Papua Barat,2002,9456462,14749,0.1559674220654617,1522255533,644,12655086,34858966.519999996,9498356
Papua Barat,2003,9456462,7247,0.07663542665322401,1522255533,644,5868047,17128139.56,4667068
Papua Barat,2004,9456462,12226,0.12928725352039694,1522255533,644,9453400,28895906.48,7873544
Papua Barat,2005,9456462,7085,0.07492231238279179,1522255533,644,5415616,16745255.799999999,4562740
Papua Barat,2006,9456462,11049,0.11684073811114558,1522255533,644,8219030,26114090.52,7115556
Papua Barat,2007,9456462,6648,0.07030113376440364,1522255533,644,5276483,15712415.04,4281312
Papua Barat,2008,9456462,7890,0.08343500983771733,1522255533,644,6250470,18647857.2,5081160
Papua Barat,2009,9456462,14431,0.15260464220127995,1522255533,644,11101790,34107379.88,9293564
Papua Barat,2010,9456462,11693,0.123650896075086,1522255533,644,9352312,27636171.64,7530292
Papua Barat,2011,9456462,11549,0.12212812783470182,1522255533,644,9930837,27295830.52,7437556
Papua Barat,2012,9456462,13560,0.143394009302845,1522255533,644,10671359,32048788.8,8732640
Papua Barat,2013,9456462,7906,0.08360420630887112,1522255533,644,6564699,18685672.88,5091464
Papua Barat,2014,9456462,17905,0.18934142600054862,1522255533,644,14574697,42318109.4,11530820
Papua Barat,2015,9456462,42462,0.4490262848832893,1522255533,644,36295012,100358087.76,27345528
Papua Barat,2016,9456462,26815,0.28356271087432067,1522255533,644,20168068,63376716.199999996,17268860
Papua Barat,2017,9456462,15891,0.16804382019406414,1522255533,644,11928741,37558060.68,10233804
Papua Barat,2018,9456462,20511,0.2168993012397237,1522255533,644,15793252,48477338.28,13209084
Papua Barat,2019,9456462,16558,0.17509719808528815,1522255533,644,12760381,39134501.839999996,10663352
Papua Barat,2020,9456462,16318,0.17255925101798114,1522255533,644,11678987,38567266.64,10508792
Papua Barat,2021,9456462,12209,0.12910748226979604,1522255533,644,9212286,28855727.32,7862596
Papua Barat,2022,9456462,13752,0.14542436695669056,1522255533,644,10889152,32502576.96,8856288
Papua Barat,2023,9456462,16565,0.17517122154141793,1522255533,644,13069356,39151046.199999996,10667860
Papua Barat,2024,9456462,12150,0.12848357028241641,1522255533,644,9595403,28716282.0,7824600
Riau,2001,7848784,156510,1.9940668516295008,769929678,449,142502622,257901873.29999998,70272990
Riau,2002,7848784,154561,1.9692349795840984,769929678,449,170548622,254690252.63,69397889
Riau,2003,7848784,57204,0.7288262742356013,769929678,449,56395856,94262467.32,25684596
Riau,2004,7848784,270588,3.4475149271530467,769929678,449,301611711,445883024.03999996,121494012
Riau,2005,7848784,355413,4.528255587107506,769929678,449,386280943,585660203.79,159580437
Riau,2006,7848784,202107,2.5750103455516165,769929678,449,191763473,333037977.81,90746043
Riau,2007,7848784,211991,2.7009406807474887,769929678,449,223212522,349325129.53,95183959
Riau,2008,7848784,204516,2.60570299806951,769929678,449,193468513,337007600.28,91827684
Riau,2009,7848784,247897,3.158412819106756,769929678,449,236941919,408492113.51,111305753
Riau,2010,7848784,341923,4.35638182933815,769929678,449,375946784,563430977.09,153523427
Riau,2011,7848784,255307,3.2528223480223177,769929678,449,306665838,420702533.81,114632843
Riau,2012,7848784,346655,4.416671423242122,769929678,449,358450343,571228508.65,155648095
Riau,2013,7848784,156345,1.9919646151556725,769929678,449,146387579,257629981.35,70198905
Riau,2014,7848784,282785,3.602914795463858,769929678,449,280256714,465981606.55,126970465
Riau,2015,7848784,90762,1.1563829505309358,769929678,449,65962142,149560346.46,40752138
Riau,2016,7848784,147085,1.8739845560790054,769929678,449,97650219,242371075.54999998,66041165
Riau,2017,7848784,123675,1.5757217933376686,769929678,449,70157029,203795375.25,55530075
Riau,2018,7848784,101107,1.2881868070264133,769929678,449,52176440,166607147.81,45397043
Riau,2019,7848784,102819,1.3099991030457712,769929678,449,51260141,169428232.77,46165731
Riau,2020,7848784,94605,1.2053459491304641,769929678,449,43544682,155892957.15,42477645
Riau,2021,7848784,95679,1.2190295974510192,769929678,449,49466719,157662726.57,42959871
Riau,2022,7848784,86882,1.1069485413281854,769929678,449,45532065,143166766.06,39010018
Riau,2023,7848784,115270,1.4686351414435663,769929678,449,54330510,189945364.1,51756230
Riau,2024,7848784,100670,1.282619065577547,769929678,449,48500529,165887046.1,45200830
Sulawesi Barat,2001,1513864,16400,1.0833205624811741,203031485,563,11843035,33885844.0,9233200
Sulawesi Barat,2002,1513864,12107,0.7997415884121691,203031485,563,8687195,25015604.47,6816241
Sulawesi Barat,2003,1513864,6885,0.4547964678465173,203031485,563,5090240,14225855.85,3876255
Sulawesi Barat,2004,1513864,15736,1.0394592909270581,203031485,563,11405812,32513880.56,8859368
Sulawesi Barat,2005,1513864,9396,0.6206634149434824,203031485,563,6978807,19414109.16,5289948
Sulawesi Barat,2006,1513864,11481,0.7583904498686804,203031485,563,8450973,23722157.009999998,6463803
Sulawesi Barat,2007,1513864,4152,0.27426505947694113,203031485,563,3025206,8578903.92,2337576
Sulawesi Barat,2008,1513864,12540,0.8283438935069465,203031485,563,8715298,25910273.4,7060020
Sulawesi Barat,2009,1513864,11858,0.7832936115793757,203031485,563,8390460,24501118.18,6676054
Sulawesi Barat,2010,1513864,7196,0.4753399248545444,203031485,563,5205107,14868447.16,4051348
Sulawesi Barat,2011,1513864,13855,0.9152077069010162,203031485,563,9370277,28627339.55,7800365
Sulawesi Barat,2012,1513864,13555,0.8953908673434338,203031485,563,9427932,28007476.55,7631465
Sulawesi Barat,2013,1513864,8072,0.5332050963626852,203031485,563,5461747,16678447.12,4544536
Sulawesi Barat,2014,1513864,14213,0.9388558021063979,203031485,563,9380976,29367042.73,8001919
Sulawesi Barat,2015,1513864,14055,0.9284189332727378,203031485,563,9184252,29040581.55,7912965
