subnational1,year,extent_2000_ha,loss_ha,loss_rate_%,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,emission_Mg_CO2e,emission_estimated_CO2e,carbon_loss_MgC,lag_1,lag_2,lag_3,lag_5,lag_7,lag_10,roll_mean_3,roll_std_3,pct_change_3,roll_mean_5,roll_std_5,pct_change_5,roll_mean_7,roll_std_7,pct_change_7,roll_mean_10,roll_std_10,pct_change_10,trend,sin_year,cos_year,prov_enc,prov_mean_loss
Aceh,2011,4984708,47485,0.9526134730459638,653101544,544,31277948,94802852.8,25831840,40757.0,69111.0,36734.0,21284.0,19138.0,18278.0,48867.333333333336,17646.548170487436,0.29267163935318785,38410.8,19019.747782239385,1.2310186055252772,33953.0,17424.637863286192,1.4811892569756506,27871.7,17373.940658673582,1.5979319400372032,10,0.5877852522924419,0.8090169943749701,0,35705.083333333336
Aceh,2012,4984708,49396,0.9909507236933438,653101544,544,31813634,98618126.08,26871424,47485.0,40757.0,69111.0,24168.0,26479.0,10952.0,52451.0,14814.965271643401,-0.2852657319384758,43651.0,16573.46199500877,1.043859649122807,38002.57142857143,16686.050190275142,0.8654783035613127,30792.4,18024.74194113315,3.510226442658875,11,0.951056516295134,0.3090169943750078,0,35705.083333333336
Aceh,2013,4984708,41390,0.8303395103584804,653101544,544,24213932,82634307.2,22516160,49396.0,47485.0,40757.0,36734.0,21284.0,11816.0,45879.333333333336,4537.808318267023,0.01553107441666457,48696.6,12498.458997012393,0.12674906081559323,41276.42857142857,16291.798333897368,0.9446532606652884,34636.8,17412.25700348911,2.5028774542992553,12,0.9510565162951808,-0.30901699437486335,0,35705.083333333336
Aceh,2014,4984708,58555,1.174692680092796,653101544,544,36641364,116903886.39999999,31853920,41390.0,49396.0,47485.0,69111.0,24168.0,19138.0,46090.333333333336,4181.247461384388,0.23312625039486146,49627.8,11519.470981776898,-0.15273979540160032,44148.71428571428,13754.403412656447,1.4228318437603442,37594.2,15513.560002641418,2.0596196049743964,13,0.5877852522925647,-0.8090169943748808,0,35705.083333333336
Aceh,2015,4984708,33969,0.6814641900789374,653101544,544,20419815,67818429.12,18479136,58555.0,41390.0,49396.0,40757.0,36734.0,26479.0,49780.333333333336,8588.951643438993,-0.312312737873512,47516.6,7221.614037041861,-0.16654807763083646,49061.142857142855,11361.412198439824,-0.07527086622747314,41535.9,15309.360698242395,0.28286566713244454,14,1.3817110797565086e-13,-1.0,0,35705.083333333336
Aceh,2016,4984708,50074,1.0045523228241253,653101544,544,29597570,99971739.52,27240256,33969.0,58555.0,41390.0,47485.0,69111.0,21284.0,44638.0,12610.708822266894,0.20980913264073453,46159.0,9182.003076671235,0.05452248078340527,48666.142857142855,11896.86424271219,-0.27545542677721346,42284.9,14660.326102557656,1.3526592745724488,15,-0.5877852522925252,-0.8090169943749096,0,35705.083333333336
Aceh,2017,4984708,45813,0.9190708863989625,653101544,544,26984846,91464738.24,24922272,50074.0,33969.0,58555.0,49396.0,40757.0,24168.0,47532.666666666664,12488.459886364428,-0.2176073776791051,46676.8,9346.99265539457,-0.07253623775204465,45946.57142857143,7973.180771752746,0.1240523100326325,45163.9,12784.85354237584,0.8956057596822244,16,-0.9510565162950955,-0.3090169943751262,0,35705.083333333336
Aceh,2018,4984708,46111,0.9250491703826984,653101544,544,27851704,92059689.28,25084384,45813.0,50074.0,33969.0,41390.0,47485.0,36734.0,43285.333333333336,8344.733688580684,0.35744355147340223,45960.2,9222.928097952408,0.11406136748006768,46668.857142857145,7647.0471736606005,-0.028935453301042413,47328.4,10455.276352158276,0.2552675994991016,17,-0.9510565162951491,0.3090169943749612,0,35705.083333333336
Aceh,2019,4984708,28562,0.5729924400787367,653101544,544,17771125,57023461.76,15537728,46111.0,45813.0,50074.0,58555.0,49396.0,69111.0,47332.666666666664,2378.7354483702793,-0.4296041858050086,46904.4,8873.10620921445,-0.5122192810178465,46472.57142857143,7640.237798592902,-0.4217750425135639,48266.1,9799.451066825692,-0.5867228082360261,18,-0.5877852522924816,0.8090169943749413,0,35705.083333333336
Aceh,2020,4984708,30225,0.6063544745248869,653101544,544,18601460,60343608.0,16442400,28562.0,46111.0,45813.0,33969.0,41390.0,40757.0,40162.0,10046.999601871199,-0.34025276668194615,40905.8,9161.320903668862,-0.1102181400688863,43496.28571428572,10003.945883404973,-0.26975114762019814,44211.2,8521.754720191797,-0.2584095983512035,19,-3.5264875970351066e-14,1.0,0,35705.083333333336
Aceh,2021,4984708,31786,0.6376702506947248,653101544,544,18974147,63460113.28,17291584,30225.0,28562.0,46111.0,50074.0,58555.0,47485.0,34966.0,9687.603470415168,-0.3106633991889137,40157.0,9985.939990807077,-0.3652194751767385,41901.28571428572,11212.760657903504,-0.45715993510374864,43158.0,9581.073484276756,-0.33060966621038224,20,0.5877852522924245,0.8090169943749828,0,35705.083333333336
Aceh,2022,4984708,29785,0.597527478038834,653101544,544,16989501,59465156.8,16203040,31786.0,30225.0,28562.0,45813.0,33969.0,49396.0,30191.0,1612.268898168049,0.04281913031300322,36499.4,8713.675361177971,-0.34985702748128256,38077.142857142855,8915.906523896332,-0.1231711266154435,41588.1,10067.143017979057,-0.39701595270872136,21,0.9510565162951273,0.30901699437502833,0,35705.083333333336
Aceh,2023,4984708,38983,0.7820518273086408,653101544,544,23348363,77828779.84,21206752,29785.0,31786.0,30225.0,46111.0,50074.0,41390.0,30598.666666666668,1051.5323738874372,0.28976013234077747,33293.8,7257.293207525795,-0.154583505020494,37479.42857142857,9366.09393605721,-0.22149219155649635,39627.0,10284.924523031003,-0.058154143512925804,22,0.9510565162951875,-0.30901699437484287,0,35705.083333333336
Aceh,2024,4984708,46071,0.9242467161566936,653101544,544,28174569,91979830.08,25062624,38983.0,29785.0,31786.0,28562.0,45813.0,58555.0,33518.0,4837.423797849431,0.44941169068143205,31868.2,4141.193149323038,0.6130172957075835,35895.0,7663.842530567374,0.005631589286883676,39386.3,10267.230796730604,-0.21320126376910598,23,0.5877852522923983,-0.8090169943750019,0,35705.083333333336
Bali,2001,365485,424,0.11601023297809761,39151857,491,260325,764035.28,208184,14410.5,14240.5,14297.0,14513.5,14205.5,13514.5,15178.666666666668,4017.0082175396165,0.0633849853059043,17240.6,5139.581227977338,0.05911762543411603,17640.071428571428,6234.743617288343,0.041157114531337746,16975.1,7256.98049774816,0.1856132422614606,0,0.5877852522924594,0.8090169943749574,1,354.875
Bali,2002,365485,311,0.08509241145327441,39151857,491,190618,560412.67,152701,424.0,14240.5,14297.0,14513.5,14205.5,13514.5,15178.666666666668,4017.0082175396165,0.0633849853059043,17240.6,5139.581227977338,0.05911762543411603,17640.071428571428,6234.743617288343,0.041157114531337746,16975.1,7256.98049774816,0.1856132422614606,1,0.9510565162951407,0.3090169943749873,1,354.875
Bali,2003,365485,179,0.04897601816764025,39151857,491,117400,322552.63,87889,311.0,424.0,14297.0,14513.5,14205.5,13514.5,15178.666666666668,4017.0082175396165,0.0633849853059043,17240.6,5139.581227977338,0.05911762543411603,17640.071428571428,6234.743617288343,0.041157114531337746,16975.1,7256.98049774816,0.1856132422614606,2,0.9510565162951742,-0.3090169943748839,1,354.875
Bali,2004,365485,370,0.10123534481579272,39151857,491,219024,666728.9,181670,179.0,311.0,424.0,14513.5,14205.5,13514.5,304.6666666666667,122.62272763779697,-0.12735849056603776,17240.6,5139.581227977338,0.05911762543411603,17640.071428571428,6234.743617288343,0.041157114531337746,16975.1,7256.98049774816,0.1856132422614606,3,0.5877852522925473,-0.8090169943748935,1,354.875
Bali,2005,365485,236,0.0645717334500732,39151857,491,148261,425264.92,115876,370.0,179.0,311.0,14513.5,14205.5,13514.5,286.6666666666667,97.79740964531389,-0.2411575562700965,17240.6,5139.581227977338,0.05911762543411603,17640.071428571428,6234.743617288343,0.041157114531337746,16975.1,7256.98049774816,0.1856132422614606,4,-1.1076377890021368e-13,-1.0,1,354.875
Bali,2006,365485,515,0.14090865562198177,39151857,491,321987,928014.5499999999,252865,236.0,370.0,179.0,424.0,14205.5,13514.5,261.6666666666667,98.0527069148697,1.877094972067039,304.0,98.81042455377225,0.2146226415094339,17640.071428571428,6234.743617288343,0.041157114531337746,16975.1,7256.98049774816,0.1856132422614606,5,-0.5877852522923587,-0.8090169943750306,1,354.875
Bali,2007,365485,504,0.13789895618151224,39151857,491,315182,908192.88,247464,515.0,236.0,370.0,311.0,14205.5,13514.5,373.6666666666667,139.53613629928748,0.36216216216216224,322.2,129.92189961856482,0.6205787781350482,17640.071428571428,6234.743617288343,0.041157114531337746,16975.1,7256.98049774816,0.1856132422614606,6,-0.9510565162951724,-0.30901699437488944,1,354.875
Bali,2008,365485,229,0.06265647016977441,39151857,491,146969,412651.13,112439,504.0,515.0,236.0,179.0,424.0,13514.5,418.3333333333333,158.00105484879947,-0.029661016949152574,360.8,152.4752438938723,0.2793296089385475,362.7142857142857,128.73967827157327,-0.45990566037735847,16975.1,7256.98049774816,0.1856132422614606,7,-0.9510565162951424,0.30901699437498176,1,354.875
Bali,2009,365485,377,0.1031506080960915,39151857,491,232894,679342.69,185107,229.0,504.0,515.0,370.0,311.0,13514.5,416.0,162.0401184892186,-0.2679611650485437,370.8,138.57741518911254,0.018918918918918948,334.85714285714283,134.24781633248034,0.212218649517685,16975.1,7256.98049774816,0.1856132422614606,8,-0.587785252292464,0.809016994374954,1,354.875
Bali,2010,365485,198,0.054174589928451235,39151857,491,125464,356790.06,97218,377.0,229.0,504.0,236.0,179.0,13514.5,370.0,137.63357148602955,-0.6071428571428572,372.2,138.60266952874917,-0.1610169491525424,344.2857142857143,134.61019560742056,0.1061452513966481,16975.1,7256.98049774816,0.1856132422614606,9,-1.3703664537718588e-14,1.0,1,354.875
Bali,2011,365485,216,0.05909955264921953,39151857,491,133383,389225.52,106056,198.0,377.0,229.0,515.0,370.0,424.0,268.0,95.66085928947119,-0.05676855895196509,364.6,148.617966614053,-0.5805825242718446,347.0,130.86124967395793,-0.4162162162162162,334.3,123.19095385151512,-0.49056603773584906,10,0.5877852522924419,0.8090169943749701,1,354.875
Bali,2012,365485,743,0.20329151675171347,39151857,491,452548,1338863.71,364813,216.0,198.0,377.0,504.0,236.0,311.0,263.6666666666667,98.56131763188509,0.9708222811671088,304.8,132.2221615331435,0.4742063492063493,325.0,139.03956271350646,2.1483050847457625,313.5,123.92044939198962,1.3890675241157555,11,0.951056516295134,0.3090169943750078,1,354.875
